,hd,proper,ra,dec,dist,rv,mag,absmag,spect,ci,con,lum,exp,modexp,tgtfn,adjra_hms,adjdec_dms,adjra_deg,adjra_hour,adjdec_deg
58411,104337,,12.014211,-19.658982,970.8738,2.0,5.28,-4.656,B2IV,-0.192,Crv,6344.538,36,63.47428331594824,HD104337_TypB2_Mag5.28,"hms_tuple(h=12.0, m=1.0, s=10.868733945450657)","dms_tuple(d=-19.0, m=-41.0, s=-24.164425964176814)",180.295286,12.019686,-19.690046
58831,105078,,12.099075,-35.693926,232.5581,-18.0,6.23,-0.603,B7V,-0.073,Hya,151.775,75,146.76273820280338,HD105078_TypB7_Mag6.23,"hms_tuple(h=12.0, m=6.0, s=19.527919969114436)","dms_tuple(d=-35.0, m=-43.0, s=-29.89495370706095)",181.581366,12.105424,-35.724971
58921,105262,,12.119674,12.985465,100000.0,41.4,7.1,-12.9,B9,0.016,Vir,12589254.118,146,316.2129549015887,HD105262_TypB9_Mag7.1,"hms_tuple(h=12.0, m=7.0, s=29.86774578754165)","dms_tuple(d=12.0, m=57.0, s=15.734360346845762)",181.874449,12.124963,12.954371
58954,105313,,12.125762,-45.581158,291.5452,0.0,7.31,-0.014,B9V,0.015,Cen,88.227,171,380.5807304870462,HD105313_TypB9_Mag7.31,"hms_tuple(h=12.0, m=7.0, s=59.27133015038734)","dms_tuple(d=-45.0, m=-36.0, s=-43.873364588108075)",181.996964,12.133131,-45.612187
59051,105521,,12.148497,-41.231605,487.8049,0.0,5.51,-2.931,B3IV,-0.097,Cen,1295.388,43,77.75502756283679,HD105521_TypB3_Mag5.51,"hms_tuple(h=12.0, m=9.0, s=19.27573328904714)","dms_tuple(d=-41.0, m=-15.0, s=-45.50965395102651)",182.330316,12.155354,-41.262642
59424,106231,,12.223623,-38.929188,436.6812,-43.0,5.77,-2.431,B4III,-0.144,Cen,817.335,53,97.80351392798568,HD106231_TypB4_Mag5.77,"hms_tuple(h=12.0, m=13.0, s=48.9074359007202)","dms_tuple(d=-38.0, m=-57.0, s=-36.82136277435461)",183.453781,12.230252,-38.960228
59479,106337,,12.235262,-36.556453,500.0,0.0,7.86,-0.635,B7III:,-0.099,Cen,156.315,261,618.2926139519136,HD106337_TypB7_Mag7.86,"hms_tuple(h=12.0, m=14.0, s=30.053956175043197)","dms_tuple(d=-36.0, m=-35.0, s=-14.987816483412075)",183.625225,12.241682,-36.587497
59620,106625,Gienah,12.263437,-17.541929,47.1032,-4.0,2.58,-0.785,B8III,-0.107,Crv,179.473,4,5.861656064564964,HD106625_TypB8_Mag2.58,"hms_tuple(h=12.0, m=16.0, s=7.838299183549111)","dms_tuple(d=-17.0, m=-34.0, s=-22.781355648338888)",184.03266,12.268844,-17.572995
59767,106902,,12.296527,-45.392873,100000.0,0.0,7.95,-12.05,B4II/III,-0.088,Cen,5754399.373,280,669.391162362906,HD106902_TypB4_Mag7.95,"hms_tuple(h=12.0, m=18.0, s=13.936710976075943)","dms_tuple(d=-45.0, m=-25.0, s=-26.048621716472553)",184.55807,12.303871,-45.423902
59781,106955,,12.298756,-24.01341,141.0437,0.0,6.95,1.203,B9V,0.1,Crv,28.761,130,277.01490180011757,HD106955_TypB9_Mag6.95,"hms_tuple(h=12.0, m=18.0, s=15.841490499785209)","dms_tuple(d=-24.0, m=-2.0, s=-40.08864130512421)",184.566006,12.3044,-24.044469
60002,107348,,12.34268,-22.215901,127.3885,-6.0,5.2,-0.326,B8V,-0.09,Crv,117.598,34,59.14848953729135,HD107348_TypB8_Mag5.2,"hms_tuple(h=12.0, m=20.0, s=53.69717203086495)","dms_tuple(d=-22.0, m=-14.0, s=-49.063211137190024)",185.223738,12.348249,-22.246962
60263,107832,,12.393174,-35.412677,136.2398,-10.0,5.32,-0.352,B8/B9V,-0.066,Cen,120.448,37,65.75440914829991,HD107832_TypB8_Mag5.32,"hms_tuple(h=12.0, m=23.0, s=58.20417737571802)","dms_tuple(d=-35.0, m=-26.0, s=-37.39994764023834)",185.992517,12.399501,-35.443722
60276,107860,,12.395765,-38.911381,102.7749,-8.0,5.79,0.731,B8/B9V,-0.064,Cen,44.422,54,99.54466638423023,HD107860_TypB8_Mag5.79,"hms_tuple(h=12.0, m=24.0, s=8.612640988137912)","dms_tuple(d=-38.0, m=-56.0, s=-32.71625928959395)",186.035886,12.402392,-38.942421
60330,107931,,12.405946,-47.372937,162.6016,0.0,6.61,0.554,B9V,-0.049,Cen,52.288,100,205.22157007953126,HD107931_TypB9_Mag6.61,"hms_tuple(h=12.0, m=24.0, s=48.822919668973555)","dms_tuple(d=-47.0, m=-24.0, s=-14.26536092664378)",186.203429,12.413562,-47.403963
60422,108114,,12.422706,-35.186417,134.5895,-11.0,5.71,0.065,B9IV/V,-0.066,Cen,82.035,50,92.76066385520623,HD108114_TypB9_Mag5.71,"hms_tuple(h=12.0, m=25.0, s=44.4557068392065)","dms_tuple(d=-35.0, m=-13.0, s=-2.8650619817409506)",186.435232,12.429015,-35.217463
60546,108323,,12.447692,-32.830121,155.521,-15.0,5.56,-0.399,B9V,0.007,Hya,125.777,45,81.26196536369221,HD108323_TypB9_Mag5.56,"hms_tuple(h=12.0, m=27.0, s=13.782860029016604)","dms_tuple(d=-32.0, m=-51.0, s=-40.2107141468656)",186.807429,12.453829,-32.86117
60666,108541,,12.472908,-39.041172,133.8688,5.0,5.45,-0.183,B8/B9V,-0.073,Cen,103.086,41,73.74589812917522,HD108541_TypB8_Mag5.45,"hms_tuple(h=12.0, m=28.0, s=46.371258613369974)","dms_tuple(d=-39.0, m=-4.0, s=-19.963154698510834)",187.193214,12.479548,-39.072212
60775,108767,Algorab,12.497739,-16.515432,26.6312,9.0,2.94,0.813,B9.5V,-0.012,Crv,41.191,6,8.053116754439568,HD108767_TypB9_Mag2.94,"hms_tuple(h=12.0, m=30.0, s=11.218773934147919)","dms_tuple(d=-16.0, m=-32.0, s=-47.3958374859609)",187.546745,12.503116,-16.546499
61087,109387,,12.558058,69.788238,150.3759,-11.0,3.85,-2.036,B6IIIp,-0.116,Dra,568.068,12,17.974421506591604,HD109387_TypB6_Mag3.85,"hms_tuple(h=12.0, m=34.0, s=22.64072412163344)","dms_tuple(d=69.0, m=45.0, s=25.25107482786666)",188.594336,12.572956,69.757014
61595,110073,,12.664594,-39.987302,111.8568,15.0,4.63,-0.613,B8II/III,-0.082,Cen,153.179,22,35.7711463937696,HD110073_TypB8_Mag4.63,"hms_tuple(h=12.0, m=40.0, s=16.768995335761616)","dms_tuple(d=-40.0, m=-1.0, s=-6.025938640871118)",190.069871,12.671325,-40.018341
61690,110225,,12.680961,-27.713241,215.0538,0.0,7.56,0.897,B9IV/V,-0.021,Hya,38.124,208,474.5052325085976,HD110225_TypB9_Mag7.56,"hms_tuple(h=12.0, m=41.0, s=12.426844386622946)","dms_tuple(d=-27.0, m=-44.0, s=-39.46524627236187)",190.301779,12.686785,-27.744296
61934,110653,,12.732963,-36.349153,242.7184,-1.0,6.38,-0.546,B8/B9V,-0.06,Cen,144.012,84,167.52990115327088,HD110653_TypB8_Mag6.38,"hms_tuple(h=12.0, m=44.0, s=21.715802436073375)","dms_tuple(d=-36.0, m=-22.0, s=-48.70886764457964)",191.090483,12.739366,-36.380197
62252,111226,,12.798236,-24.851659,226.7574,49.0,6.43,-0.348,B8V,-0.058,Hya,120.005,87,175.0859005727711,HD111226_TypB8_Mag6.43,"hms_tuple(h=12.0, m=48.0, s=14.105196642863831)","dms_tuple(d=-24.0, m=-52.0, s=-57.781724684921016)",192.058772,12.803918,-24.882717
62286,111235,,12.804577,-44.718768,214.1328,0.0,6.88,0.227,B9V,-0.018,Cen,70.664,123,260.4238489413245,HD111235_TypB9_Mag6.88,"hms_tuple(h=12.0, m=48.0, s=42.60652322468388)","dms_tuple(d=-44.0, m=-44.0, s=-59.275054777709215)",192.177527,12.811835,-44.749799
62486,111597,,12.844769,-33.999302,122.6994,4.0,4.9,-0.544,B9V,-0.031,Cen,143.747,27,45.39317977783182,HD111597_TypB9_Mag4.9,"hms_tuple(h=12.0, m=51.0, s=3.5598578586353824)","dms_tuple(d=-34.0, m=-1.0, s=-49.25680902431907)",192.764833,12.850989,-34.030349
62575,111748,,12.864055,-31.201919,301.2048,0.0,6.97,-0.424,B8Vp (Si),-0.055,Cen,128.706,132,281.9464748828664,HD111748_TypB8_Mag6.97,"hms_tuple(h=12.0, m=52.0, s=12.30009523088313)","dms_tuple(d=-31.0, m=-13.0, s=-58.690944073242406)",193.05125,12.870083,-31.23297
62588,111774,,12.865815,-39.680431,142.8571,5.0,5.99,0.215,B7/B8V,-0.098,Cen,71.45,62,118.75539918732655,HD111774_TypB7_Mag5.99,"hms_tuple(h=12.0, m=52.0, s=21.056461643004383)","dms_tuple(d=-39.0, m=-42.0, s=-41.292046075675444)",193.087735,12.872516,-39.71147
62844,112192,,12.918606,-42.290883,392.1569,14.0,6.82,-1.147,B5Vn,-0.13,Cen,250.496,118,246.99612663521023,HD112192_TypB5_Mag6.82,"hms_tuple(h=12.0, m=55.0, s=32.07950358426288)","dms_tuple(d=-42.0, m=-19.0, s=-18.904206722317554)",193.883665,12.925578,-42.321918
63022,112504,,12.955286,-8.910819,194.9318,0.0,6.93,0.481,B9,0.086,Vir,55.924,128,272.1695876893252,HD112504_TypB9_Mag6.93,"hms_tuple(h=12.0, m=57.0, s=37.81462665368551)","dms_tuple(d=-8.0, m=-56.0, s=-30.815284907993288)",194.407561,12.960504,-8.941893
63337,113009,,13.020864,-44.751867,229.8851,-7.0,7.66,0.852,B6V,-0.081,Cen,39.737,224,518.2731261472211,HD113009_TypB6_Mag7.66,"hms_tuple(h=13.0, m=1.0, s=41.25469945303536)","dms_tuple(d=-44.0, m=-46.0, s=-58.43123953689201)",195.421895,13.028126,-44.782898
63697,113797,,13.095678,35.798899,104.3841,-13.0,5.2,0.107,B9V,-0.059,CVn,78.922,34,59.14848953729135,HD113797_TypB9_Mag5.2,"hms_tuple(h=13.0, m=6.0, s=7.31101617741686)","dms_tuple(d=35.0, m=46.0, s=4.0046673570196845)",196.530463,13.102031,35.767779
64013,114376,,13.161676,38.533885,370.3704,-6.0,6.25,-1.593,B7III,-0.098,CVn,377.746,76,149.37548995214374,HD114376_TypB7_Mag6.25,"hms_tuple(h=13.0, m=10.0, s=5.745897314641724)","dms_tuple(d=38.0, m=30.0, s=9.94015372727688)",197.523941,13.168263,38.502761
64416,114981,,13.244635,-38.651568,552.4862,0.0,7.16,-1.552,B4V:ne,-0.098,Cen,363.747,153,333.40358783117154,HD114981_TypB4_Mag7.16,"hms_tuple(h=13.0, m=15.0, s=4.457774035606832)","dms_tuple(d=-38.0, m=-40.0, s=-57.39086201070336)",198.768574,13.251238,-38.682609
64516,115301,,13.266032,21.381804,142.4501,-7.0,7.39,1.622,B9,0.026,Com,19.552,182,408.41430272357115,HD115301_TypB9_Mag7.39,"hms_tuple(h=13.0, m=16.0, s=17.639327635954203)","dms_tuple(d=21.0, m=21.0, s=2.5245458007398724)",199.073497,13.271566,21.350701
64568,115612,,13.274624,68.408001,131.0616,-7.0,6.2,0.613,B9.5V,-0.052,Dra,49.522,73,142.92904788185962,HD115612_TypB9_Mag6.2,"hms_tuple(h=13.0, m=17.0, s=19.00378679966039)","dms_tuple(d=68.0, m=22.0, s=36.43335636825668)",199.329182,13.288612,68.376787
64686,115470,,13.30142,-44.055379,125.3133,0.0,6.8,1.31,B9V,-0.018,Cen,26.062,116,242.67587595584382,HD115470_TypB9_Mag6.8,"hms_tuple(h=13.0, m=18.0, s=30.94654208511585)","dms_tuple(d=-44.0, m=-5.0, s=-11.078917549878042)",199.628944,13.308596,-44.086411
64967,115987,,13.356342,-39.989957,335.5705,0.0,7.47,-0.159,B9.5V,0.002,Cen,100.832,194,438.2834686761904,HD115987_TypB9_Mag7.47,"hms_tuple(h=13.0, m=21.0, s=47.06273815942566)","dms_tuple(d=-40.0, m=-1.0, s=-15.583923801556807)",200.446095,13.363073,-40.020996
64972,115988,,13.357198,-43.634325,123.9157,13.0,6.67,1.204,B9V,-0.024,Cen,28.734,105,216.3782561854747,HD115988_TypB9_Mag6.67,"hms_tuple(h=13.0, m=21.0, s=51.56543889772976)","dms_tuple(d=-43.0, m=-39.0, s=-55.28717381449496)",200.464856,13.364324,-43.665358
65268,116658,Spica,13.419883,-11.161322,76.5697,1.0,0.98,-3.44,B1V,-0.235,Vir,2070.141,1,1.428687961011859,HD116658_TypB1_Mag0.98,"hms_tuple(h=13.0, m=25.0, s=30.49529672058071)","dms_tuple(d=-11.0, m=-11.0, s=-32.618474198727796)",201.377064,13.425138,-11.192394
65592,117145,,13.487797,-45.537773,200.8032,-13.0,6.61,0.096,B9IV/V,-0.042,Cen,79.726,100,205.22157007953126,HD117145_TypB9_Mag6.61,"hms_tuple(h=13.0, m=29.0, s=42.57683231888038)","dms_tuple(d=-45.0, m=-34.0, s=-7.687655004935436)",202.427403,13.49516,-45.568802
65756,117484,,13.52527,-46.735235,147.2754,0.0,7.55,1.709,B9V,0.006,Cen,18.047,206,470.3371004243402,HD117484_TypB9_Mag7.55,"hms_tuple(h=13.0, m=31.0, s=58.063054824484226)","dms_tuple(d=-46.0, m=-45.0, s=-58.54266976158442)",202.991929,13.532795,-46.766262
66227,118320,,13.619893,-47.015584,100000.0,0.0,7.75,-12.25,B5III,-0.053,Cen,6918309.709,240,561.1056035680328,HD118320_TypB5_Mag7.75,"hms_tuple(h=13.0, m=37.0, s=38.84791176758384)","dms_tuple(d=-47.0, m=-2.0, s=-47.79710085516797)",204.411866,13.627458,-47.04661
66244,118354,,13.623189,-46.427879,126.4223,3.0,5.91,0.401,B8V,-0.11,Cen,60.2,59,110.66217874985526,HD118354_TypB8_Mag5.91,"hms_tuple(h=13.0, m=37.0, s=50.418143438590874)","dms_tuple(d=-46.0, m=-27.0, s=-32.06320492613372)",204.460076,13.630672,-46.458906
66366,118648,,13.647322,-33.111276,338.9831,0.0,7.0,-0.651,B9.5V,-0.042,Cen,158.635,135,289.50893673230235,HD118648_TypB9_Mag7.0,"hms_tuple(h=13.0, m=39.0, s=12.52137659374796)","dms_tuple(d=-33.0, m=-8.0, s=-32.36740379028731)",204.802172,13.653478,-33.142324
66637,119103,,13.700403,-43.147012,384.6154,-11.0,7.14,-0.785,B8III,-0.056,Cen,179.473,151,327.5719697549974,HD119103_TypB8_Mag7.14,"hms_tuple(h=13.0, m=42.0, s=26.89778509818865)","dms_tuple(d=-43.0, m=-10.0, s=-40.96340195325752)",205.612074,13.707472,-43.178045
66703,119222,,13.713875,-44.190899,448.4305,2.0,7.02,-1.238,B6III,-0.102,Cen,272.396,137,294.66293556170405,HD119222_TypB6_Mag7.02,"hms_tuple(h=13.0, m=43.0, s=15.843937923250166)","dms_tuple(d=-44.0, m=-13.0, s=-18.950054558483203)",205.816016,13.721068,-44.221931
66771,119361,,13.727802,-42.067521,613.4969,-21.0,5.96,-2.979,B8III,-0.075,Cen,1353.942,61,115.65330781182224,HD119361_TypB8_Mag5.96,"hms_tuple(h=13.0, m=44.0, s=5.0965108398392545)","dms_tuple(d=-42.0, m=-5.0, s=-54.80234132503767)",206.021235,13.734749,-42.098556
66847,119608,,13.742031,-17.937006,970.8738,26.0,7.5,-2.436,B1Ib,-0.049,Vir,821.107,198,450.03925321819855,HD119608_TypB1_Mag7.5,"hms_tuple(h=13.0, m=44.0, s=50.81976397298348)","dms_tuple(d=-17.0, m=-58.0, s=-5.057127556929402)",206.211749,13.74745,-17.968071
67018,120198,,13.776573,54.432679,89.0472,-2.0,5.68,0.932,B9p EuCr,-0.039,UMa,36.915,49,90.33759882152823,HD120198_TypB9_Mag5.68,"hms_tuple(h=13.0, m=47.0, s=7.541670370992932)","dms_tuple(d=54.0, m=24.0, s=5.485611159705286)",206.781424,13.785428,54.401524
67066,120086,,13.788666,-2.443507,471.6981,1.0,7.87,-0.498,B2V,-0.183,Vir,137.784,263,623.771929275639,HD120086_TypB2_Mag7.87,"hms_tuple(h=13.0, m=47.0, s=37.771643206543644)","dms_tuple(d=-2.0, m=-28.0, s=-28.513519941038794)",206.907382,13.793825,-2.474587
67087,120315,Alkaid,13.792354,49.313265,31.8674,-11.0,1.85,-0.667,B3V SB,-0.099,UMa,160.99,2,3.0782312139721,HD120315_TypB3_Mag1.85,"hms_tuple(h=13.0, m=48.0, s=0.9210292321161262)","dms_tuple(d=49.0, m=16.0, s=55.63934589788971)",207.003838,13.800256,49.282122
67133,120095,,13.80341,-42.184749,359.7122,0.0,7.99,0.21,B9.5V,0.024,Cen,71.779,288,693.4370594020932,HD120095_TypB9_Mag7.99,"hms_tuple(h=13.0, m=48.0, s=37.331681719618075)","dms_tuple(d=-42.0, m=-12.0, s=-56.82244205703057)",207.155549,13.81037,-42.215784
67250,120307,,13.825078,-41.687709,133.8688,9.0,3.41,-2.223,B2IV,-0.225,Cen,674.839,8,12.191499110971325,HD120307_TypB2_Mag3.41,"hms_tuple(h=13.0, m=49.0, s=55.141755278540785)","dms_tuple(d=-41.0, m=-43.0, s=-7.481389290738321)",207.479757,13.831984,-41.718745
67258,120324,,13.826943,-42.473732,155.0388,9.0,3.47,-2.482,B2IV-Ve,-0.17,Cen,856.643,9,12.854278996581225,HD120324_TypB2_Mag3.47,"hms_tuple(h=13.0, m=50.0, s=2.1659817565719663)","dms_tuple(d=-42.0, m=-30.0, s=-17.159507115195538)",207.509025,13.833935,-42.504767
67448,120640,,13.863117,-46.898666,487.8049,-5.0,5.77,-2.671,B2Vp,-0.153,Cen,1019.53,53,97.80351392798568,HD120640_TypB2_Mag5.77,"hms_tuple(h=13.0, m=52.0, s=14.394807894470603)","dms_tuple(d=-46.0, m=-55.0, s=-46.893124481550785)",208.059978,13.870665,-46.929693
67454,120709,,13.863779,-32.994089,105.3741,10.0,4.32,-0.794,B5,-0.146,Cen,180.967,17,27.2112215058883,HD120709_TypB5_Mag4.32,"hms_tuple(h=13.0, m=52.0, s=11.737065462769465)","dms_tuple(d=-33.0, m=-1.0, s=-30.49475096994115)",208.048904,13.869927,-33.025137
67571,120955,,13.886817,-31.927612,195.3125,5.0,4.75,-1.704,B4IV,-0.111,Cen,418.408,24,39.766198834151524,HD120955_TypB4_Mag4.75,"hms_tuple(h=13.0, m=53.0, s=34.413033906427586)","dms_tuple(d=-31.0, m=-57.0, s=-31.18246513793565)",208.393388,13.892893,-31.958662
67594,120958,,13.891175,-39.057199,100000.0,-19.0,7.61,-12.39,B3Vnne,-0.109,Cen,7870457.897,216,495.90655392467346,HD120958_TypB3_Mag7.61,"hms_tuple(h=13.0, m=53.0, s=52.13788903441781)","dms_tuple(d=-39.0, m=-5.0, s=-17.66026751370191)",208.467241,13.897816,-39.088239
67646,120991,,13.899234,-47.128164,100000.0,-21.0,5.83,-14.17,B2IIIe,-0.053,Cen,40550853.545,55,103.12051401004337,HD120991_TypB2_Mag5.83,"hms_tuple(h=13.0, m=54.0, s=24.53316229168422)","dms_tuple(d=-47.0, m=-9.0, s=-33.08430436848141)",208.602222,13.906815,-47.15919
67785,121263,,13.925667,-47.288375,117.096,7.0,2.55,-2.793,B2.5IV,-0.176,Cen,1140.775,4,5.708539719131468,HD121263_TypB2_Mag2.55,"hms_tuple(h=13.0, m=55.0, s=59.77460874463887)","dms_tuple(d=-47.0, m=-19.0, s=-9.842765061043792)",208.999061,13.933271,-47.319401
67905,121483,,13.946663,-46.386012,552.4862,-22.0,6.95,-1.762,B2V,-0.126,Cen,441.367,130,277.01490180011757,HD121483_TypB2_Mag6.95,"hms_tuple(h=13.0, m=57.0, s=14.903853852415523)","dms_tuple(d=-46.0, m=-25.0, s=-1.3422939044090754)",209.312099,13.95414,-46.41704
67917,121611,,13.94981,-23.103619,204.0816,0.0,7.6,1.051,B9.5V,-0.028,Hya,33.083,214,491.5504291096121,HD121611_TypB9_Mag7.6,"hms_tuple(h=13.0, m=57.0, s=19.495479168213166)","dms_tuple(d=-23.0, m=-8.0, s=-4.844592376298067)",209.331231,13.955415,-23.134679
68026,121743,,13.971186,-42.100753,161.0306,6.0,3.83,-2.205,B2IV,-0.224,Cen,663.743,12,17.660027885189756,HD121743_TypB2_Mag3.83,"hms_tuple(h=13.0, m=58.0, s=41.29202806246511)","dms_tuple(d=-42.0, m=-7.0, s=-54.43734335828083)",209.67205,13.978137,-42.131788
68050,121847,,13.975319,-24.972249,102.0408,5.0,5.2,0.156,B8V,-0.086,Hya,75.44,34,59.14848953729135,HD121847_TypB8_Mag5.2,"hms_tuple(h=13.0, m=58.0, s=51.62403016285751)","dms_tuple(d=-25.0, m=-0.0, s=-11.905243884228867)",209.7151,13.981007,-25.003307
68063,121790,,13.977987,-44.803584,131.0616,5.0,3.87,-1.717,B2IV-V,-0.208,Cen,423.448,12,18.29441213779549,HD121790_TypB2_Mag3.87,"hms_tuple(h=13.0, m=59.0, s=6.920951620261775)","dms_tuple(d=-44.0, m=-50.0, s=-4.612102729765866)",209.778837,13.985256,-44.834614
68433,122511,,14.053175,-39.702758,265.9574,0.0,8.0,0.876,B9IV,-0.016,Cen,38.869,290,699.5823055523535,HD122511_TypB9_Mag8.0,"hms_tuple(h=14.0, m=3.0, s=35.56027323597036)","dms_tuple(d=-39.0, m=-44.0, s=-1.6691223616595607)",210.898168,14.059878,-39.733797
68453,122532,,14.057632,-41.423345,219.7802,4.0,6.08,-0.63,B8 Si,-0.112,Cen,155.597,67,128.56989215960064,HD122532_TypB8_Mag6.08,"hms_tuple(h=14.0, m=3.0, s=52.234567813567594)","dms_tuple(d=-41.0, m=-27.0, s=-15.772538331235637)",210.967644,14.06451,-41.454381
68641,122980,,14.10077,-41.179633,156.4945,12.0,4.36,-1.612,B2V,-0.198,Cen,384.415,18,28.188704131041902,HD122980_TypB2_Mag4.36,"hms_tuple(h=14.0, m=6.0, s=27.438912432331506)","dms_tuple(d=-41.0, m=-12.0, s=-38.410755216166876)",211.614329,14.107622,-41.21067
68749,123307,,14.120513,-16.190467,211.8644,0.0,7.28,0.65,B9IV/V,-0.006,Vir,47.863,168,370.63931974020056,HD123307_TypB9_Mag7.28,"hms_tuple(h=14.0, m=7.0, s=33.17291958493939)","dms_tuple(d=-16.0, m=-13.0, s=-17.52299480340696)",211.88822,14.125881,-16.221534
68892,123445,,14.147748,-43.470779,161.0306,-2.0,6.19,0.155,B9V,-0.056,Cen,75.509,73,141.67353559361956,HD123445_TypB9_Mag6.19,"hms_tuple(h=14.0, m=9.0, s=17.475843802723148)","dms_tuple(d=-43.0, m=-30.0, s=-6.5225955258625845)",212.322816,14.154854,-43.501812
68939,124290,,14.15737,69.590444,187.6173,0.0,7.33,0.964,B9,-0.03,UMi,35.843,174,387.3560399526628,HD124290_TypB9_Mag7.33,"hms_tuple(h=14.0, m=10.0, s=19.66684719142222)","dms_tuple(d=69.0, m=33.0, s=33.19804044004513)",212.581945,14.17213,69.559222
69166,124224,,14.20439,2.409433,79.1766,-2.0,4.99,0.497,B9p Si,-0.118,Vir,55.106,29,49.144681157705676,HD124224_TypB9_Mag4.99,"hms_tuple(h=14.0, m=12.0, s=34.376721211988155)","dms_tuple(d=2.0, m=22.0, s=42.05456265621095)",213.143236,14.209549,2.378348
69207,124176,,14.215306,-40.833484,265.9574,0.0,6.75,-0.374,B9V,-0.012,Cen,122.914,112,232.20296653338022,HD124176_TypB9_Mag6.75,"hms_tuple(h=14.0, m=13.0, s=19.63913621441094)","dms_tuple(d=-40.0, m=-51.0, s=-52.27634960956436)",213.33183,14.222122,-40.864521
69621,124961,,14.294228,-40.861724,370.3704,0.0,7.87,0.027,B9V,-0.012,Cen,84.957,263,623.771929275639,HD124961_TypB9_Mag7.87,"hms_tuple(h=14.0, m=18.0, s=3.7688067787382806)","dms_tuple(d=-40.0, m=-53.0, s=-33.940187683630256)",214.515703,14.301047,-40.892761
69647,125007,,14.298076,-42.591232,291.5452,18.0,7.03,-0.294,B9V,-0.038,Lup,114.183,138,297.27424144135534,HD125007_TypB9_Mag7.03,"hms_tuple(h=14.0, m=18.0, s=18.292232918138467)","dms_tuple(d=-42.0, m=-37.0, s=-20.158797100491483)",214.576218,14.305081,-42.622266
69772,125238,,14.323396,-46.058093,103.6269,22.0,3.55,-1.527,B2.5IV,-0.184,Lup,355.468,9,13.794369953214591,HD125238_TypB2_Mag3.55,"hms_tuple(h=14.0, m=19.0, s=50.982189573686156)","dms_tuple(d=-46.0, m=-5.0, s=-20.836142063873808)",214.962426,14.330828,-46.089121
69997,126138,,14.366629,53.521187,318.4713,-12.0,7.55,0.035,B9,-0.125,Boo,84.333,206,470.3371004243402,HD126138_TypB9_Mag7.55,"hms_tuple(h=14.0, m=22.0, s=31.054146543751244)","dms_tuple(d=53.0, m=29.0, s=24.123038042149005)",215.629392,14.375293,53.490034
70019,125745,,14.372145,-34.786792,420.1681,-37.0,5.57,-2.547,B8V,-0.088,Cen,909.494,45,81.98210971283382,HD125745_TypB8_Mag5.57,"hms_tuple(h=14.0, m=22.0, s=42.32537338811284)","dms_tuple(d=-34.0, m=-49.0, s=-4.217015073789412)",215.676356,14.378424,-34.817838
70076,125823,,14.383956,-39.511819,140.2525,8.0,4.41,-1.325,B2V,-0.185,Cen,295.121,18,29.46008213929217,HD125823_TypB2_Mag4.41,"hms_tuple(h=14.0, m=23.0, s=26.305349732803478)","dms_tuple(d=-39.0, m=-32.0, s=-34.289777778558346)",215.859606,14.39064,-39.542858
70231,126135,,14.4122,-40.755161,165.0165,12.0,6.97,0.882,B8V,-0.053,Cen,38.654,132,281.9464748828664,HD126135_TypB8_Mag6.97,"hms_tuple(h=14.0, m=25.0, s=8.428574153189317)","dms_tuple(d=-40.0, m=-47.0, s=-10.313997986064578)",216.285119,14.419008,-40.786198
70241,126110,,14.413144,-45.203954,257.732,-11.6,7.9,0.844,B9V,0.028,Lup,40.031,269,640.5029468202126,HD126110_TypB9_Mag7.9,"hms_tuple(h=14.0, m=25.0, s=13.669871537980072)","dms_tuple(d=-45.0, m=-14.0, s=-5.9414746781163785)",216.306958,14.420464,-45.234984
70350,126341,,14.435619,-45.221424,334.4482,-22.0,4.56,-3.062,B2IV,-0.147,Lup,1461.504,21,33.62873103350546,HD126341_TypB2_Mag4.56,"hms_tuple(h=14.0, m=26.0, s=34.587976228191906)","dms_tuple(d=-45.0, m=-15.0, s=-8.833359162440502)",216.644117,14.442941,-45.252454
70402,126475,,14.447188,-39.873989,147.2754,8.0,6.36,0.519,B9V,-0.088,Cen,54.001,83,164.59960755259254,HD126475_TypB9_Mag6.36,"hms_tuple(h=14.0, m=27.0, s=14.067273108235696)","dms_tuple(d=-39.0, m=-54.0, s=-18.099770896291147)",216.808614,14.453908,-39.905028
70466,126548,,14.458531,-47.099048,206.6116,-14.0,7.66,1.084,B9V,-0.031,Lup,32.092,224,518.2731261472211,HD126548_TypB9_Mag7.66,"hms_tuple(h=14.0, m=27.0, s=57.98741893987042)","dms_tuple(d=-47.0, m=-7.0, s=-48.26691068300477)",216.991614,14.466108,-47.130074
70479,126575,,14.460953,-46.201872,295.858,0.0,7.68,0.325,B9V,-0.022,Lup,64.565,227,527.4997120883073,HD126575_TypB9_Mag7.68,"hms_tuple(h=14.0, m=28.0, s=6.257402269151839)","dms_tuple(d=-46.0, m=-13.0, s=-58.439559646431576)",217.026073,14.468405,-46.2329
70529,126769,,14.469564,-29.491638,120.6273,16.0,4.97,-0.437,B7/B8V,-0.074,Hya,130.257,28,48.285083296592646,HD126769_TypB7_Mag4.97,"hms_tuple(h=14.0, m=28.0, s=31.756030996772182)","dms_tuple(d=-29.0, m=-31.0, s=-21.686877823166526)",217.132317,14.475488,-29.522691
