,hd,proper,ra,dec,dist,rv,mag,absmag,spect,ci,con,lum,exp,modexp,tgtfn,adjra_hms,adjdec_dms,adjra_deg,adjra_hour,adjdec_deg
72654,131455,,14.896294,-0.42468,452.4887,0.0,8.0,-0.278,K0III,1.079,Vir,112.512,290,699.5823055523535,HD131455_TypK0_Mag8.0,"hms_tuple(h=14.0, m=54.0, s=5.215709449757213)","dms_tuple(d=-0.0, m=-27.0, s=-20.742942645710656)",223.521732,14.901449,-0.455762
72657,131225,,14.896357,-43.16211,100000.0,0.0,7.69,-12.31,K4III,1.593,Lup,7311390.835,229,532.1744198083834,HD131225_TypK4_Mag7.69,"hms_tuple(h=14.0, m=54.0, s=12.33847961313458)","dms_tuple(d=-43.0, m=-11.0, s=-35.31610886303099)",223.55141,14.903427,-43.193143
72659,131745,,14.897031,45.682665,390.625,0.0,7.97,0.011,K2,1.395,Boo,86.218,284,681.3080354866522,HD131745_TypK2_Mag7.97,"hms_tuple(h=14.0, m=54.0, s=15.858358555798304)","dms_tuple(d=45.0, m=39.0, s=5.505427523551134)",223.566076,14.904405,45.651529
72674,131498,,14.900216,-5.57154,147.2754,0.0,7.73,1.889,K0,1.011,Lib,15.29,236,551.2912113423957,HD131498_TypK0_Mag7.73,"hms_tuple(h=14.0, m=54.0, s=19.42339445372511)","dms_tuple(d=-5.0, m=-36.0, s=-9.422012577366843)",223.580931,14.905395,-5.602617
72684,131969,,14.901816,59.514788,206.6116,0.0,7.25,0.674,K2,1.128,Dra,46.817,164,360.95759541392204,HD131969_TypK2_Mag7.25,"hms_tuple(h=14.0, m=54.0, s=43.08210030301524)","dms_tuple(d=59.0, m=29.0, s=1.0217247118794148)",223.679509,14.911967,59.483617
72699,131724,,14.905005,32.016861,156.7398,0.0,6.95,0.974,K0,1.11,Boo,35.514,130,277.01490180011757,HD131724_TypK0_Mag6.95,"hms_tuple(h=14.0, m=54.0, s=39.896288435717366)","dms_tuple(d=31.0, m=59.0, s=8.685868444168534)",223.666235,14.911082,31.985746
72701,131430,,14.905592,-24.642202,127.8772,9.0,5.27,-0.264,K2/K3III,1.336,Lib,111.071,36,62.91671476098047,HD131430_TypK2_Mag5.27,"hms_tuple(h=14.0, m=54.0, s=40.55230744598063)","dms_tuple(d=-24.0, m=-40.0, s=-23.737357579466334)",223.668968,14.911265,-24.67326
72702,131415,,14.905754,-28.348198,148.1481,0.0,6.54,0.687,K1III,1.091,Hya,46.259,95,192.9303832342453,HD131415_TypK1_Mag6.54,"hms_tuple(h=14.0, m=54.0, s=41.80588260858599)","dms_tuple(d=-28.0, m=-22.0, s=-45.307773336351715)",223.674191,14.911613,-28.379252
72713,132166,,14.907129,64.64632,198.8072,0.0,7.81,1.318,K0,0.99,Dra,25.87,251,591.6096051155723,HD132166_TypK0_Mag7.81,"hms_tuple(h=14.0, m=55.0, s=8.950833408046321)","dms_tuple(d=64.0, m=36.0, s=54.459755408944375)",223.787295,14.919153,64.615128
72715,131541,,14.908004,-8.38846,315.4574,0.0,7.39,-0.105,K0,1.317,Lib,95.94,182,408.41430272357115,HD131541_TypK0_Mag7.39,"hms_tuple(h=14.0, m=54.0, s=47.573297057627286)","dms_tuple(d=-8.0, m=-25.0, s=-10.324637120871216)",223.698222,14.913215,-8.419535
72724,131883,,14.909342,46.593738,203.252,0.0,7.33,0.79,K0,1.006,Boo,42.073,174,387.3560399526628,HD131883_TypK0_Mag7.33,"hms_tuple(h=14.0, m=55.0, s=0.6203858230506398)","dms_tuple(d=46.0, m=33.0, s=45.36201395954549)",223.752585,14.916839,46.562601
72731,131432,,14.910532,-33.300575,320.5128,-24.0,5.85,-1.679,K2III,1.429,Cen,408.884,56,104.95632265378961,HD131432_TypK2_Mag5.85,"hms_tuple(h=14.0, m=55.0, s=0.1254108768684148)","dms_tuple(d=-33.0, m=-19.0, s=-53.84291680325987)",223.750523,14.916702,-33.331623
72744,135280,,14.913103,85.120842,227.7904,0.0,7.46,0.672,K0,1.026,UMi,46.903,192,434.43351452893916,HD135280_TypK0_Mag7.46,"hms_tuple(h=14.0, m=58.0, s=23.949783972936416)","dms_tuple(d=85.0, m=5.0, s=20.948724310477473)",224.599791,14.973319,85.089152
72754,131766,,14.915007,23.593023,446.4286,0.0,7.45,-0.799,K5,1.553,Boo,181.803,191,430.6173790127683,HD131766_TypK5_Mag7.45,"hms_tuple(h=14.0, m=55.0, s=14.269738482833105)","dms_tuple(d=23.0, m=33.0, s=42.90445759651334)",223.809457,14.92063,23.561918
72765,131747,,14.91696,14.979394,178.8909,0.0,6.92,0.657,K0III,0.896,Boo,47.555,127,269.7788052214281,HD131747_TypK0_Mag6.92,"hms_tuple(h=14.0, m=55.0, s=20.26269686967268)","dms_tuple(d=14.0, m=56.0, s=53.87182006618062)",223.834428,14.922295,14.948298
72767,131586,,14.918245,-20.013489,160.0,0.0,7.39,1.369,K0III,1.132,Lib,24.683,182,408.41430272357115,HD131586_TypK0_Mag7.39,"hms_tuple(h=14.0, m=55.0, s=25.435248738367733)","dms_tuple(d=-20.0, m=-2.0, s=-40.38831215343947)",223.85598,14.923732,-20.044552
72768,131783,,14.918551,17.70142,150.1502,0.0,7.78,1.897,K0,0.903,Boo,15.177,245,576.1557641428401,HD131783_TypK0_Mag7.78,"hms_tuple(h=14.0, m=55.0, s=26.259204507312717)","dms_tuple(d=17.0, m=40.0, s=13.155731105307211)",223.859413,14.923961,17.670321
72777,132142,,14.919843,53.680347,23.3863,-14.4,7.77,5.925,K1V,0.785,Boo,0.372,244,571.094717053101,HD132142_TypK1_Mag7.77,"hms_tuple(h=14.0, m=55.0, s=42.74215435449449)","dms_tuple(d=53.0, m=38.0, s=57.097558606234315)",223.928092,14.928539,53.649194
72787,131893,,14.921921,32.823895,155.7632,0.0,7.22,1.258,K0,1.114,Boo,27.34,160,351.52877406079745,HD131893_TypK0_Mag7.22,"hms_tuple(h=14.0, m=55.0, s=40.990254991680786)","dms_tuple(d=32.0, m=47.0, s=34.00455831180011)",223.920793,14.928053,32.792779
72792,131786,,14.923013,6.784772,324.6753,0.0,6.74,-0.817,K5,1.589,Vir,184.842,111,230.16325744576756,HD131786_TypK5_Mag6.74,"hms_tuple(h=14.0, m=55.0, s=41.533189176408314)","dms_tuple(d=6.0, m=45.0, s=13.260521726638217)",223.923055,14.928204,6.753683
72797,131785,,14.924021,7.762039,540.5405,0.0,7.63,-1.034,K5,1.421,Boo,225.736,219,504.73495772895257,HD131785_TypK5_Mag7.63,"hms_tuple(h=14.0, m=55.0, s=45.202537587816494)","dms_tuple(d=7.0, m=43.0, s=51.418466441628254)",223.938344,14.929223,7.73095
72801,131971,,14.924784,39.653054,177.305,0.0,7.52,1.276,K0,1.053,Boo,26.891,201,458.0511018694067,HD131971_TypK0_Mag7.52,"hms_tuple(h=14.0, m=55.0, s=53.31362097867469)","dms_tuple(d=39.0, m=37.0, s=18.942468102879957)",223.97214,14.931476,39.621928
72829,131544,,14.930124,-44.696679,378.7879,0.0,7.95,0.058,K3III,1.572,Lup,82.566,280,669.391162362906,HD131544_TypK3_Mag7.95,"hms_tuple(h=14.0, m=56.0, s=14.565743055420342)","dms_tuple(d=-44.0, m=-43.0, s=-39.75479828410869)",224.060691,14.937379,-44.72771
72837,132047,,14.931547,36.430112,64.7668,0.0,7.66,3.603,K0,1.06,Boo,3.154,224,518.2731261472211,HD132047_TypK0_Mag7.66,"hms_tuple(h=14.0, m=56.0, s=16.623775139007222)","dms_tuple(d=36.0, m=23.0, s=56.36829925472966)",224.069266,14.937951,36.398991
72843,131972,,14.933445,24.386017,234.192,1.0,6.82,-0.028,K2III,1.171,Boo,89.372,118,246.99612663521023,HD131972_TypK2_Mag6.82,"hms_tuple(h=14.0, m=56.0, s=20.771430229331997)","dms_tuple(d=24.0, m=21.0, s=17.67974482333244)",224.086548,14.939103,24.354911
72880,131774,,14.941907,-32.636784,195.3125,12.0,6.06,-0.394,K3III,1.413,Cen,125.199,66,126.32105461095017,HD131774_TypK3_Mag6.06,"hms_tuple(h=14.0, m=56.0, s=52.90893616891253)","dms_tuple(d=-32.0, m=-40.0, s=-4.198410403503772)",224.220454,14.94803,-32.667833
72882,131830,,14.94209,-24.258338,271.7391,0.0,7.49,0.319,K0III,1.113,Lib,64.923,197,446.0860343240754,HD131830_TypK0_Mag7.49,"hms_tuple(h=14.0, m=56.0, s=51.882905714035985)","dms_tuple(d=-24.0, m=-17.0, s=-21.828476770987777)",224.216179,14.947745,-24.289397
72889,131703,,14.943392,-43.456125,100000.0,0.0,7.42,-12.58,K4III,1.557,Lup,9375620.069,187,419.36892659107707,HD131703_TypK4_Mag7.42,"hms_tuple(h=14.0, m=57.0, s=1.7880365546164967)","dms_tuple(d=-43.0, m=-29.0, s=-13.768286802608145)",224.25745,14.950497,-43.487158
72905,131918,,14.946142,-11.409701,168.3502,15.0,5.48,-0.651,K4III,1.491,Lib,158.635,42,75.72393506468185,HD131918_TypK4_Mag5.48,"hms_tuple(h=14.0, m=57.0, s=5.044114483811342)","dms_tuple(d=-11.0, m=-26.0, s=-26.782027407424778)",224.271017,14.951401,-11.440773
72909,133086,Baekdu,14.946759,74.900927,160.0,0.0,6.83,0.809,K0,0.985,UMi,41.343,119,249.18500877779775,HD133086_TypK0_Mag6.83,"hms_tuple(h=14.0, m=57.0, s=59.426927715199724)","dms_tuple(d=74.0, m=52.0, s=10.746148756998082)",224.497612,14.966507,74.869652
72929,132071,,14.951233,5.430781,259.0674,0.0,7.28,0.213,K0,1.226,Vir,71.581,168,370.63931974020056,HD132071_TypK0_Mag7.28,"hms_tuple(h=14.0, m=57.0, s=23.078235495814)","dms_tuple(d=5.0, m=23.0, s=58.89741060864473)",224.346159,14.956411,5.399694
72940,131837,,14.953486,-42.13748,177.6199,0.0,7.0,0.753,K1III,1.164,Cen,43.531,135,289.50893673230235,HD131837_TypK1_Mag7.0,"hms_tuple(h=14.0, m=57.0, s=37.586550638939116)","dms_tuple(d=-42.0, m=-10.0, s=-6.654324329591077)",224.406611,14.960441,-42.168515
72956,131977,,14.957765,-21.415475,5.8404,29.1,5.72,6.888,K4V,1.024,Lib,0.153,51,93.58270978529147,HD131977_TypK4_Mag5.72,"hms_tuple(h=14.0, m=57.0, s=47.891191328440925)","dms_tuple(d=-21.0, m=-26.0, s=-47.53265673226906)",224.449547,14.963303,-21.446537
72965,132132,,14.959236,-0.167612,89.3655,20.6,5.51,0.754,K1III,1.131,Vir,43.491,43,77.75502756283679,HD132132_TypK1_Mag5.51,"hms_tuple(h=14.0, m=57.0, s=51.80643393057977)","dms_tuple(d=-0.0, m=-11.0, s=-55.29898534018006)",224.46586,14.964391,-0.198694
72975,132304,,14.961552,24.674108,421.9409,-41.0,6.95,-1.176,K3III,1.39,Boo,257.276,130,277.01490180011757,HD132304_TypK3_Mag6.95,"hms_tuple(h=14.0, m=58.0, s=2.003357200099458)","dms_tuple(d=24.0, m=38.0, s=34.806204349267205)",224.508347,14.967223,24.643002
72983,132296,,14.962493,18.986896,102.459,0.0,6.62,1.567,K0,0.927,Boo,20.568,101,207.04024568445064,HD132296_TypK0_Mag6.62,"hms_tuple(h=14.0, m=58.0, s=4.595567572821295)","dms_tuple(d=18.0, m=57.0, s=20.864655485822254)",224.519148,14.967943,18.955796
72986,132277,,14.963208,15.05879,280.8989,0.0,7.01,-0.233,K2,1.301,Boo,107.944,136,292.07456782282145,HD132277_TypK2_Mag7.01,"hms_tuple(h=14.0, m=58.0, s=6.762623718135501)","dms_tuple(d=15.0, m=1.0, s=39.69714115260686)",224.528178,14.968545,15.027694
73010,132150,,14.96813,-17.364205,133.5113,0.0,6.64,1.012,K1III,1.253,Lib,34.293,103,210.72609108853683,HD132150_TypK1_Mag6.64,"hms_tuple(h=14.0, m=58.0, s=24.714089673617394)","dms_tuple(d=-17.0, m=-23.0, s=-42.9755960301361)",224.602975,14.973532,-17.395271
73025,132343,,14.97116,14.037612,212.3142,0.0,6.77,0.135,K3III,1.306,Boo,76.913,113,236.33677266456448,HD132343_TypK3_Mag6.77,"hms_tuple(h=14.0, m=58.0, s=35.30135380489526)","dms_tuple(d=14.0, m=0.0, s=23.459913111256014)",224.647089,14.976473,14.006517
73028,132637,,14.971776,50.104272,423.7288,0.0,7.79,-0.345,K5,1.524,Boo,119.674,247,581.2616622824664,HD132637_TypK5_Mag7.79,"hms_tuple(h=14.0, m=58.0, s=47.306749497979865)","dms_tuple(d=50.0, m=4.0, s=23.25835295119191)",224.697111,14.979807,50.073127
73032,132151,,14.972327,-27.327116,195.3125,0.0,7.66,1.206,K0III,0.99,Hya,28.681,224,518.2731261472211,HD132151_TypK0_Mag7.66,"hms_tuple(h=14.0, m=58.0, s=41.27085594965337)","dms_tuple(d=-27.0, m=-21.0, s=-29.416856491942553)",224.671962,14.978131,-27.358171
73051,132096,,14.976817,-39.907172,102.7749,24.0,6.17,1.111,K1III,1.216,Cen,31.304,72,139.1955000198045,HD132096_TypK1_Mag6.17,"hms_tuple(h=14.0, m=59.0, s=0.7433990865293083)","dms_tuple(d=-39.0, m=-56.0, s=-17.558385961143017)",224.753097,14.98354,-39.938211
73063,132309,,14.978527,-12.768406,180.8318,0.0,7.72,1.434,K0/K1III,1.211,Lib,23.249,234,546.4485785781236,HD132309_TypK0_Mag7.72,"hms_tuple(h=14.0, m=59.0, s=1.7267815054167102)","dms_tuple(d=-12.0, m=-47.0, s=-58.11536794442233)",224.757195,14.983813,-12.799476
73071,133541,,14.98005,76.527964,97.1817,0.0,7.47,2.532,K0,0.876,UMi,8.457,194,438.2834686761904,HD133541_TypK0_Mag7.47,"hms_tuple(h=15.0, m=0.0, s=7.651791409956132)","dms_tuple(d=76.0, m=29.0, s=47.99185200637112)",225.031882,15.002125,76.496664
73075,132524,,14.980452,25.047983,242.1308,-21.4,7.33,0.41,K0III,1.035,Boo,59.704,174,387.3560399526628,HD132524_TypK0_Mag7.33,"hms_tuple(h=14.0, m=59.0, s=10.10509255855169)","dms_tuple(d=25.0, m=1.0, s=0.7547164028545694)",224.792105,14.98614,25.016876
73082,132345,,14.98155,-11.144014,95.057,-12.0,5.88,0.99,K3III-IV,1.274,Lib,34.995,57,107.77149594601158,HD132345_TypK3_Mag5.88,"hms_tuple(h=14.0, m=59.0, s=12.495366972937774)","dms_tuple(d=-11.0, m=-10.0, s=-30.3097331518714)",224.802064,14.986804,-11.175086
73151,132348,,14.995252,-36.891221,207.9002,0.0,7.48,0.891,K1III,1.226,Cen,38.335,195,442.16754115556887,HD132348_TypK1_Mag7.48,"hms_tuple(h=15.0, m=0.0, s=6.119027748797379)","dms_tuple(d=-36.0, m=-55.0, s=-20.150906981459116)",225.025496,15.0017,-36.922264
73160,132737,,14.997888,27.160288,275.4821,-20.7,7.64,0.44,K0III,1.006,Boo,58.076,221,509.2079239683959,HD132737_TypK0_Mag7.64,"hms_tuple(h=15.0, m=0.0, s=13.247503772400648)","dms_tuple(d=27.0, m=7.0, s=45.04413281424064)",225.055198,15.00368,27.129179
73167,132679,,14.999346,14.833331,177.305,0.0,7.2,0.956,K2III,1.166,Boo,36.108,158,345.3801253121633,HD132679_TypK2_Mag7.2,"hms_tuple(h=15.0, m=0.0, s=16.839295784752295)","dms_tuple(d=14.0, m=48.0, s=8.045532639160484)",225.070164,15.004678,14.802235
73170,132396,,15.000099,-36.030567,128.3697,0.0,6.94,1.398,K0III,1.02,Cen,24.033,129,274.581557295345,HD132396_TypK0_Mag6.94,"hms_tuple(h=15.0, m=0.0, s=23.311721442681232)","dms_tuple(d=-36.0, m=-3.0, s=-41.8008722365596)",225.097132,15.006475,-36.061611
73175,133229,,15.000747,65.476219,181.4882,0.0,6.9,0.606,K0,0.974,Dra,49.843,125,265.0600588895962,HD133229_TypK0_Mag6.9,"hms_tuple(h=15.0, m=0.0, s=47.34333586908335)","dms_tuple(d=65.0, m=26.0, s=42.08088579925629)",225.197264,15.013151,65.445022
73176,132892,,15.001001,44.586338,179.5332,0.0,6.91,0.639,K0,1.011,Boo,48.35,126,267.409023780344,HD132892_TypK0_Mag6.91,"hms_tuple(h=15.0, m=0.0, s=29.645396525644685)","dms_tuple(d=44.0, m=33.0, s=18.73544193117425)",225.123522,15.008235,44.555204
73179,132381,,15.001293,-39.797987,278.5515,0.0,7.36,0.135,K0III,1.11,Cen,76.913,178,397.7458321127074,HD132381_TypK0_Mag7.36,"hms_tuple(h=15.0, m=0.0, s=28.81848932966733)","dms_tuple(d=-39.0, m=-49.0, s=-44.49299379573176)",225.120077,15.008005,-39.829026
73182,133328,,15.00227,67.090506,393.7008,0.0,7.48,-0.496,K0,1.205,UMi,137.531,195,442.16754115556887,HD133328_TypK0_Mag7.48,"hms_tuple(h=15.0, m=0.0, s=55.780494711573425)","dms_tuple(d=67.0, m=3.0, s=33.48142146720761)",225.232419,15.015495,67.0593
73196,132701,,15.005187,7.648282,100000.0,0.0,6.99,-13.01,K2,1.41,Boo,13931568.029,134,286.96584256768466,HD132701_TypK2_Mag6.99,"hms_tuple(h=15.0, m=0.0, s=37.395128308148884)","dms_tuple(d=7.0, m=37.0, s=1.8936461060287968)",225.155813,15.010388,7.617193
73236,132879,,15.014521,22.045589,240.9639,-26.0,6.29,-0.62,K0,1.179,Boo,154.17,79,154.74136248456367,HD132879_TypK0_Mag6.29,"hms_tuple(h=15.0, m=1.0, s=12.291715965193504)","dms_tuple(d=22.0, m=0.0, s=52.1480259110632)",225.301215,15.020081,22.014486
73248,133030,,15.016858,40.084324,166.6667,0.0,7.09,0.981,K0III,1.013,Boo,35.286,145,313.4352882448582,HD133030_TypK0_Mag7.09,"hms_tuple(h=15.0, m=1.0, s=24.931783593668797)","dms_tuple(d=40.0, m=3.0, s=11.5120704038344)",225.353882,15.023592,40.053198
73264,132604,,15.020303,-38.058398,119.7605,41.0,5.88,0.488,K2/K3III,1.246,Cen,55.565,57,107.77149594601158,HD132604_TypK2_Mag5.88,"hms_tuple(h=15.0, m=1.0, s=36.66840695438239)","dms_tuple(d=-38.0, m=-5.0, s=-21.9820267459653)",225.402785,15.026852,-38.089439
73278,133207,,15.023973,49.194781,320.5128,0.0,7.25,-0.279,K0,1.308,Boo,112.616,164,360.95759541392204,HD133207_TypK0_Mag7.25,"hms_tuple(h=15.0, m=1.0, s=54.68130552753237)","dms_tuple(d=49.0, m=9.0, s=49.097856407079234)",225.477839,15.031856,49.163638
73290,132883,,15.026484,-3.164255,109.2896,0.0,6.68,1.487,K1:IV-V:,1.196,Lib,22.141,106,218.29580245415895,HD132883_TypK1_Mag6.68,"hms_tuple(h=15.0, m=1.0, s=53.92801730539688)","dms_tuple(d=-3.0, m=-11.0, s=-43.2039515133782)",225.4747,15.031647,-3.195334
73338,133252,,15.035123,42.052347,429.1845,0.0,7.88,-0.283,K0,1.312,Boo,113.032,265,629.299802346522,HD133252_TypK0_Mag7.88,"hms_tuple(h=15.0, m=2.0, s=31.421669656473057)","dms_tuple(d=42.0, m=1.0, s=16.38352791759644)",225.630924,15.042062,42.021218
73339,133124,,15.035141,25.008138,113.8952,14.0,4.8,-0.483,K4III,1.506,Boo,135.894,25,41.55974955696644,HD133124_TypK4_Mag4.8,"hms_tuple(h=15.0, m=2.0, s=26.978853932933617)","dms_tuple(d=24.0, m=58.0, s=37.31287540691682)",225.612412,15.040827,24.977031
73349,133704,,15.03907,65.96504,344.8276,0.0,7.8,0.112,K0,1.047,UMi,78.56,249,586.4128089424291,HD133704_TypK0_Mag7.8,"hms_tuple(h=15.0, m=3.0, s=6.15751568317549)","dms_tuple(d=65.0, m=56.0, s=1.827030512915826)",225.775656,15.05171,65.933841
73350,132783,,15.039331,-41.690614,260.4167,0.0,7.59,0.512,K4III,1.444,Cen,54.35,212,487.2325692121131,HD132783_TypK4_Mag7.59,"hms_tuple(h=15.0, m=2.0, s=46.45367916121501)","dms_tuple(d=-41.0, m=-43.0, s=-17.9393721982035)",225.693557,15.046237,-41.72165
73356,133253,,15.041461,33.274358,257.0694,0.0,7.17,0.12,K0,0.949,Boo,77.983,154,336.35821375838816,HD133253_TypK0_Mag7.17,"hms_tuple(h=15.0, m=2.0, s=51.447328151676714)","dms_tuple(d=33.0, m=14.0, s=35.669258085525826)",225.714364,15.047624,33.243241
73359,132954,,15.041685,-22.014104,179.8561,0.0,7.85,1.575,K2III,1.246,Lib,20.417,259,612.8614298360975,HD132954_TypK2_Mag7.85,"hms_tuple(h=15.0, m=2.0, s=50.08645322165776)","dms_tuple(d=-22.0, m=-2.0, s=-42.59478219836012)",225.708694,15.047246,-22.045165
73361,133445,,15.04203,51.619604,289.8551,0.0,7.21,-0.101,K5,1.418,Boo,95.587,159,348.44088743422355,HD133445_TypK5_Mag7.21,"hms_tuple(h=15.0, m=3.0, s=1.1753136888071936)","dms_tuple(d=51.0, m=35.0, s=18.4410976761626)",225.754897,15.050326,51.588456
73386,133073,,15.047646,-10.392353,173.6111,0.0,7.63,1.432,K0,1.109,Lib,23.292,219,504.73495772895257,HD133073_TypK0_Mag7.63,"hms_tuple(h=15.0, m=3.0, s=10.393691669873277)","dms_tuple(d=-10.0, m=-25.0, s=-24.332686776138956)",225.793307,15.052887,-10.423426
73391,133165,,15.048344,2.091303,59.9161,-16.0,4.39,0.502,K0III,1.026,Vir,54.853,18,28.944790901286467,HD133165_TypK0_Mag4.39,"hms_tuple(h=15.0, m=3.0, s=12.607125269397272)","dms_tuple(d=2.0, m=3.0, s=36.78760705104558)",225.80253,15.053502,2.060219
73407,133093,,15.05179,-17.63295,133.8688,24.3,6.93,1.297,K0III,0.998,Lib,26.375,128,272.1695876893252,HD133093_TypK0_Mag6.93,"hms_tuple(h=15.0, m=3.0, s=25.918921870778604)","dms_tuple(d=-17.0, m=-39.0, s=-50.456627191402106)",225.857996,15.0572,-17.664016
73417,133312,,15.053621,17.975653,155.2795,0.0,7.21,1.254,K0,1.061,Boo,27.441,159,348.44088743422355,HD133312_TypK0_Mag7.21,"hms_tuple(h=15.0, m=3.0, s=32.54116915172574)","dms_tuple(d=17.0, m=56.0, s=40.39353942359668)",225.885588,15.059039,17.944554
73425,133666,,15.05601,56.035083,139.6648,0.0,6.86,1.135,K2,1.123,Dra,30.62,122,255.86873171888556,HD133666_TypK2_Mag6.86,"hms_tuple(h=15.0, m=3.0, s=54.82422303594532)","dms_tuple(d=56.0, m=0.0, s=14.123874751143717)",225.978434,15.065229,56.003923
73426,133234,,15.056219,0.889647,177.305,0.0,6.91,0.666,K0,1.137,Vir,47.163,126,267.409023780344,HD133234_TypK0_Mag6.91,"hms_tuple(h=15.0, m=3.0, s=40.94720593675987)","dms_tuple(d=0.0, m=51.0, s=30.82994876525646)",225.920613,15.061374,0.858564
73432,133768,,15.057427,60.025581,198.8072,0.0,6.69,0.198,K5,1.363,Dra,72.577,107,220.23034203703895,HD133768_TypK5_Mag6.69,"hms_tuple(h=15.0, m=4.0, s=3.844406174086714)","dms_tuple(d=59.0, m=59.0, s=39.869931091073454)",226.016018,15.067735,59.994408
73441,133173,,15.059351,-16.592196,396.8254,0.0,7.79,-0.203,K2IIICNvar,1.355,Lib,105.003,247,581.2616622824664,HD133173_TypK2_Mag7.79,"hms_tuple(h=15.0, m=3.0, s=53.029699894915865)","dms_tuple(d=-16.0, m=-37.0, s=-23.74596353479774)",225.970957,15.06473,-16.623263
73442,135756,,15.059568,82.824572,305.8104,0.0,7.63,0.203,K2,1.486,UMi,72.244,219,504.73495772895257,HD135756_TypK2_Mag7.63,"hms_tuple(h=15.0, m=6.0, s=2.3652057004321136)","dms_tuple(d=82.0, m=47.0, s=35.07745557098929)",226.509855,15.100657,82.793077
73471,133459,,15.063689,27.081153,243.309,5.2,6.8,-0.131,K4III,1.456,Boo,98.265,116,242.67587595584382,HD133459_TypK4_Mag6.8,"hms_tuple(h=15.0, m=4.0, s=10.116378736037603)","dms_tuple(d=27.0, m=3.0, s=0.1584600854013729)",226.042152,15.069477,27.050044
73484,133432,,15.067734,10.73513,193.4236,0.0,7.88,1.447,K5,1.525,Boo,22.972,265,629.299802346522,HD133432_TypK5_Mag7.88,"hms_tuple(h=15.0, m=4.0, s=22.727732823042004)","dms_tuple(d=10.0, m=42.0, s=14.53606161923446)",226.094699,15.07298,10.704038
73507,133487,,15.072243,13.647261,543.4783,-19.8,8.0,-0.676,K2III,1.172,Boo,162.33,290,699.5823055523535,HD133487_TypK2_Mag8.0,"hms_tuple(h=15.0, m=4.0, s=39.16814856186676)","dms_tuple(d=13.0, m=36.0, s=58.197670012379064)",226.163201,15.077547,13.616166
73516,133582,,15.074098,26.947649,75.4148,-26.0,4.52,0.133,K2III,1.24,Boo,77.055,20,32.462607889340894,HD133582_TypK2_Mag4.52,"hms_tuple(h=15.0, m=4.0, s=47.564073968459155)","dms_tuple(d=26.0, m=54.0, s=59.54461116093114)",226.198184,15.079879,26.91654
73518,133395,,15.074452,-8.046923,588.2353,0.0,7.31,-1.538,K2,1.537,Lib,359.087,171,380.5807304870462,HD133395_TypK2_Mag7.31,"hms_tuple(h=15.0, m=4.0, s=46.769893236331086)","dms_tuple(d=-8.0, m=-4.0, s=-40.792580207582176)",226.194875,15.079658,-8.077998
73519,133528,,15.074837,19.841333,223.2143,0.0,7.62,0.876,K0,0.989,Boo,38.869,217,500.3012827613783,HD133528_TypK0_Mag7.62,"hms_tuple(h=15.0, m=4.0, s=49.137183233723505)","dms_tuple(d=19.0, m=48.0, s=36.834707887905154)",226.204738,15.080316,19.810232
73522,133353,,15.075247,-17.903619,100000.0,0.0,7.93,-12.07,K2IIICN...,1.252,Lib,5861381.645,275,657.682729265769,HD133353_TypK2_Mag7.93,"hms_tuple(h=15.0, m=4.0, s=50.39368140662347)","dms_tuple(d=-17.0, m=-56.0, s=-4.864048486597881)",226.209974,15.080665,-17.934684
73529,133166,,15.076723,-43.897534,82.1693,0.0,7.92,3.346,K2III/IVCN.,1.123,Lup,3.996,273,651.9055358919003,HD133166_TypK2_Mag7.92,"hms_tuple(h=15.0, m=5.0, s=1.968685484516186)","dms_tuple(d=-43.0, m=-55.0, s=-42.83791773584085)",226.258203,15.08388,-43.928566
73555,134350,,15.081336,70.765758,154.321,0.0,7.87,1.928,K0,1.025,UMi,14.75,263,623.771929275639,HD134350_TypK0_Mag7.87,"hms_tuple(h=15.0, m=5.0, s=49.051503230525384)","dms_tuple(d=70.0, m=44.0, s=4.295008076301201)",226.454381,15.096959,70.734526
73582,133321,,15.086135,-40.56932,380.2281,0.0,7.45,-0.45,K5III,1.611,Lup,131.826,191,430.6173790127683,HD133321_TypK5_Mag7.45,"hms_tuple(h=15.0, m=5.0, s=34.52630952095177)","dms_tuple(d=-40.0, m=-36.0, s=-1.287457654833588)",226.39386,15.092924,-40.600358
73594,133583,,15.088303,0.493973,344.8276,0.0,7.95,0.262,K0,1.222,Vir,68.423,280,669.391162362906,HD133583_TypK0_Mag7.95,"hms_tuple(h=15.0, m=5.0, s=36.44812795892136)","dms_tuple(d=0.0, m=27.0, s=46.40484595714916)",226.401867,15.093458,0.46289
73595,133434,,15.08842,-29.990374,233.6449,0.0,7.06,0.217,K0III,1.087,Lup,71.318,142,305.2478297284723,HD133434_TypK0_Mag7.06,"hms_tuple(h=15.0, m=5.0, s=39.7440882409029)","dms_tuple(d=-30.0, m=-1.0, s=-17.134307940336555)",226.4156,15.094373,-30.021426
73600,133467,,15.088917,-23.776357,346.0208,0.0,7.99,0.294,K0III,1.219,Lib,66.435,288,693.4370594020932,HD133467_TypK0_Mag7.99,"hms_tuple(h=15.0, m=5.0, s=40.38382414892041)","dms_tuple(d=-23.0, m=-48.0, s=-26.69877132964416)",226.418266,15.094551,-23.807416
