,hd,proper,ra,dec,dist,rv,mag,absmag,spect,ci,con,lum,exp,modexp,tgtfn,adjra_hms,adjdec_dms,adjra_deg,adjra_hour,adjdec_deg
63536,113388,,13.06316,-40.851197,186.5672,0.0,6.93,0.576,K0III,1.067,Cen,51.239,128,272.1695876893252,HD113388_TypK0_Mag6.93,"hms_tuple(h=13.0, m=4.0, s=11.920101934096863)","dms_tuple(d=-40.0, m=-52.0, s=-56.043048060716956)",196.049667,13.069978,-40.882234
63537,113493,,13.063627,31.001463,193.4236,-19.4,7.34,0.907,K0III,1.059,Com,37.775,175,390.78879304975095,HD113493_TypK0_Mag7.34,"hms_tuple(h=13.0, m=4.0, s=10.699367746442192)","dms_tuple(d=30.0, m=58.0, s=13.257644932280925)",196.044581,13.069639,30.970349
63547,113428,,13.065533,-24.517214,404.8583,0.0,7.51,-0.527,K0III,1.317,Hya,141.514,200,454.02750557766933,HD113428_TypK0_Mag7.51,"hms_tuple(h=13.0, m=4.0, s=16.31951199397136)","dms_tuple(d=-24.0, m=-32.0, s=-53.78105325476838)",196.067998,13.0712,-24.548273
63573,113637,,13.072208,53.954229,485.4369,-32.0,7.41,-1.021,K3III,1.39,UMa,223.049,185,415.6851208955647,HD113637_TypK3_Mag7.41,"hms_tuple(h=13.0, m=4.0, s=51.46119576354792)","dms_tuple(d=53.0, m=55.0, s=23.070186468686416)",196.214422,13.080961,53.923075
63583,113480,,13.073866,-26.481611,189.7533,0.0,7.67,1.279,K1III,1.248,Hya,26.816,226,522.866067770482,HD113480_TypK1_Mag7.67,"hms_tuple(h=13.0, m=4.0, s=46.655176659165534)","dms_tuple(d=-26.0, m=-30.0, s=-45.60234369738794)",196.194397,13.079626,-26.512667
63599,113564,,13.077369,-0.728307,680.2721,0.0,7.21,-1.953,K2,1.364,Vir,526.26,159,348.44088743422355,HD113564_TypK2_Mag7.21,"hms_tuple(h=13.0, m=4.0, s=57.086752342389815)","dms_tuple(d=-0.0, m=-45.0, s=-33.79914724608639)",196.237861,13.082524,-0.759389
63601,113696,,13.077778,53.857591,349.6503,0.0,7.35,-0.368,K2,1.31,UMa,122.236,177,394.25196723909164,HD113696_TypK2_Mag7.35,"hms_tuple(h=13.0, m=5.0, s=11.440459842685868)","dms_tuple(d=53.0, m=49.0, s=35.174297873991236)",196.297669,13.086511,53.826437
63607,113595,,13.079028,0.295129,74.184,0.0,7.07,2.718,K0,0.979,Vir,7.125,143,307.9529390460096,HD113595_TypK0_Mag7.07,"hms_tuple(h=13.0, m=5.0, s=3.057719403873449)","dms_tuple(d=0.0, m=15.0, s=50.567097792086955)",196.26274,13.084183,0.264046
63614,113565,,13.079716,-8.571055,389.1051,0.0,7.86,-0.09,K0,1.008,Vir,94.624,261,618.2926139519136,HD113565_TypK0_Mag7.86,"hms_tuple(h=13.0, m=5.0, s=5.745445294758866)","dms_tuple(d=-8.0, m=-36.0, s=-7.666025172827204)",196.273939,13.084929,-8.602129
63621,113846,,13.081005,69.657084,505.0505,0.0,7.97,-0.547,K5,1.477,UMi,144.145,284,681.3080354866522,HD113846_TypK5_Mag7.97,"hms_tuple(h=13.0, m=5.0, s=44.919217119895904)","dms_tuple(d=69.0, m=37.0, s=33.10024382235383)",196.437163,13.095811,69.625861
63668,113667,,13.090785,-17.004439,236.4066,0.0,7.83,0.962,K1III,1.207,Vir,35.909,255,602.141767772257,HD113667_TypK1_Mag7.83,"hms_tuple(h=13.0, m=5.0, s=46.2342928991454)","dms_tuple(d=-17.0, m=-2.0, s=-7.819288562935185)",196.442643,13.096176,-17.035505
63684,113731,,13.092887,13.226425,173.3102,0.0,7.49,1.296,K0,1.004,Vir,26.4,197,446.0860343240754,HD113731_TypK0_Mag7.49,"hms_tuple(h=13.0, m=5.0, s=53.453152869897735)","dms_tuple(d=13.0, m=11.0, s=43.18952787831748)",196.472721,13.098181,13.19533
63687,113771,,13.094687,26.585696,203.252,-11.2,7.5,0.96,K0III,0.93,Com,35.975,198,450.03925321819855,HD113771_TypK0_Mag7.5,"hms_tuple(h=13.0, m=6.0, s=1.6183539397468394)","dms_tuple(d=26.0, m=33.0, s=16.51529870311748)",196.506743,13.10045,26.554588
63700,113828,,13.09611,47.778246,168.6341,0.0,7.26,1.125,K0,1.02,CVn,30.903,165,364.156405231697,HD113828_TypK0_Mag7.26,"hms_tuple(h=13.0, m=6.0, s=13.593581030712585)","dms_tuple(d=47.0, m=44.0, s=49.58241602516921)",196.55664,13.103776,47.747106
63703,113811,,13.096322,39.604369,288.1844,0.0,7.31,0.012,K5III,1.51,CVn,86.139,171,380.5807304870462,HD113811_TypK5_Mag7.31,"hms_tuple(h=13.0, m=6.0, s=10.833493604426678)","dms_tuple(d=39.0, m=34.0, s=23.676736892239205)",196.54514,13.103009,39.573244
63704,113678,,13.096435,-35.111867,361.0108,0.0,7.83,0.042,K0III,1.064,Cen,83.792,255,602.141767772257,HD113678_TypK0_Mag7.83,"hms_tuple(h=13.0, m=6.0, s=9.859283431222252)","dms_tuple(d=-35.0, m=-8.0, s=-34.48542778297224)",196.54108,13.102739,-35.142913
63711,113733,,13.097682,-14.111937,473.9336,0.0,7.18,-1.199,K4III,1.5,Vir,262.785,155,339.33902361009757,HD113733_TypK4_Mag7.18,"hms_tuple(h=13.0, m=6.0, s=10.791979844931063)","dms_tuple(d=-14.0, m=-8.0, s=-34.82231089683168)",196.544967,13.102998,-14.143006
63712,113847,,13.097853,45.26855,132.626,-20.0,5.64,0.027,K1III,1.135,CVn,84.957,48,87.20501660577114,HD113847_TypK1_Mag5.64,"hms_tuple(h=13.0, m=6.0, s=18.62339902847708)","dms_tuple(d=45.0, m=14.0, s=14.694185285356411)",196.577597,13.105173,45.237415
63756,113817,,13.107497,-14.916036,218.3406,-12.2,7.09,0.394,K0III,0.976,Vir,60.59,145,313.4352882448582,HD113817_TypK0_Mag7.09,"hms_tuple(h=13.0, m=6.0, s=46.19579007556936)","dms_tuple(d=-14.0, m=-56.0, s=-49.57589757719006)",196.692482,13.112832,-14.947104
63768,113778,,13.109743,-41.588443,105.5966,2.0,5.59,0.472,K0II/III,1.05,Cen,56.39,46,83.4416007470692,HD113778_TypK0_Mag5.59,"hms_tuple(h=13.0, m=6.0, s=59.89745064352633)","dms_tuple(d=-41.0, m=-37.0, s=-10.124372428090851)",196.749573,13.116638,-41.619479
63777,113820,,13.110515,-31.611879,110.4972,0.0,6.75,1.533,K1III,1.019,Cen,21.223,112,232.20296653338022,HD113820_TypK1_Mag6.75,"hms_tuple(h=13.0, m=6.0, s=59.65122929144485)","dms_tuple(d=-31.0, m=-38.0, s=-34.54509801503008)",196.748547,13.11657,-31.642929
63818,113996,,13.119646,27.624741,101.626,-16.0,4.8,-0.235,K5III,1.482,Com,108.143,25,41.55974955696644,HD113996_TypK5_Mag4.8,"hms_tuple(h=13.0, m=7.0, s=31.663955673727457)","dms_tuple(d=27.0, m=35.0, s=37.07300260234234)",196.881933,13.125462,27.593631
63825,114215,,13.121812,71.394371,218.3406,0.0,7.66,0.964,K0,0.984,UMi,35.843,224,518.2731261472211,HD114215_TypK0_Mag7.66,"hms_tuple(h=13.0, m=8.0, s=16.591309976395223)","dms_tuple(d=71.0, m=21.0, s=47.28226574022415)",197.06913,13.137942,71.363134
63830,114037,,13.123526,26.523946,191.2046,-9.6,7.61,1.203,K1III,1.09,Com,28.761,216,495.90655392467346,HD114037_TypK1_Mag7.61,"hms_tuple(h=13.0, m=7.0, s=45.42759815029484)","dms_tuple(d=26.0, m=29.0, s=34.215551540497415)",196.939282,13.129285,26.492838
63861,114130,,13.129714,51.790911,100000.0,0.0,7.97,-12.03,K2,1.364,CVn,5649369.748,284,681.3080354866522,HD114130_TypK2_Mag7.97,"hms_tuple(h=13.0, m=8.0, s=16.95089541626416)","dms_tuple(d=51.0, m=45.0, s=35.144837470480184)",197.070629,13.138042,51.759762
63867,114020,,13.131099,-19.035678,249.3766,0.0,7.73,0.746,K1/K2III,1.189,Vir,43.813,236,551.2912113423957,HD114020_TypK1_Mag7.73,"hms_tuple(h=13.0, m=8.0, s=11.590262462750616)","dms_tuple(d=-19.0, m=-4.0, s=-0.27232195060150843)",197.048293,13.136553,-19.066742
63870,114124,,13.131206,42.373929,202.4291,0.0,7.93,1.399,K0III,1.25,CVn,24.01,275,657.682729265769,HD114124_TypK0_Mag7.93,"hms_tuple(h=13.0, m=8.0, s=17.44783742435814)","dms_tuple(d=42.0, m=20.0, s=34.076808150720694)",197.072699,13.13818,42.342799
63873,114092,,13.131566,27.555958,132.626,-9.0,6.2,0.587,K4III,1.363,Com,50.722,73,142.92904788185962,HD114092_TypK4_Mag6.2,"hms_tuple(h=13.0, m=8.0, s=14.562841614845183)","dms_tuple(d=27.0, m=31.0, s=29.454489481317978)",197.060679,13.137379,27.524848
63874,114038,,13.131614,-10.740408,94.2507,-9.0,5.15,0.279,K2III,1.138,Vir,67.36,33,56.59587992597486,HD114038_TypK2_Mag5.15,"hms_tuple(h=13.0, m=8.0, s=12.699948844721547)","dms_tuple(d=-10.0, m=-46.0, s=-17.329505913302654)",197.052916,13.136861,-10.77148
63892,114253,,13.135389,62.690198,276.2431,0.0,7.58,0.374,K0,1.143,UMa,61.716,211,482.9526381068404,HD114253_TypK0_Mag7.58,"hms_tuple(h=13.0, m=8.0, s=47.80393985681329)","dms_tuple(d=62.0, m=39.0, s=32.45311561990491)",197.199183,13.146612,62.659015
63896,114049,,13.136427,-28.204707,355.8719,0.0,7.75,-0.006,K3III,1.464,Hya,87.579,240,561.1056035680328,HD114049_TypK3_Mag7.75,"hms_tuple(h=13.0, m=8.0, s=32.2002515094195)","dms_tuple(d=-28.0, m=-14.0, s=-8.740780152667185)",197.134168,13.142278,-28.235761
63912,114131,,13.140686,15.491482,90.8265,-14.5,7.83,3.039,K1IV,0.937,Com,5.302,255,602.141767772257,HD114131_TypK1_Mag7.83,"hms_tuple(h=13.0, m=8.0, s=45.723007448581825)","dms_tuple(d=15.0, m=27.0, s=37.38681744781999)",197.190513,13.146034,15.460385
63914,114114,,13.141087,-11.762778,191.9386,0.0,7.34,0.924,K2,1.264,Vir,37.188,175,390.78879304975095,HD114114_TypK2_Mag7.34,"hms_tuple(h=13.0, m=8.0, s=46.87011568508311)","dms_tuple(d=-11.0, m=-47.0, s=-37.85802110412703)",197.195292,13.146353,-11.793849
63918,114113,,13.142352,-8.984385,97.0874,16.0,5.57,0.634,K3III,1.178,Vir,48.574,45,81.98210971283382,HD114113_TypK3_Mag5.57,"hms_tuple(h=13.0, m=8.0, s=51.25603797456904)","dms_tuple(d=-9.0, m=-0.0, s=-55.65263773929985)",197.213567,13.147571,-9.015459
63925,114075,,13.143577,-38.093789,418.41,0.0,7.9,-0.208,K1III,1.157,Cen,105.487,269,640.5029468202126,HD114075_TypK1_Mag7.9,"hms_tuple(h=13.0, m=9.0, s=0.4662319976630158)","dms_tuple(d=-38.0, m=-7.0, s=-29.389439372842503)",197.251943,13.15013,-38.12483
63929,114098,,13.144268,-23.106504,107.4114,0.0,6.69,1.535,K1III,1.12,Hya,21.184,107,220.23034203703895,HD114098_TypK1_Mag6.69,"hms_tuple(h=13.0, m=8.0, s=59.54471333013245)","dms_tuple(d=-23.0, m=-8.0, s=-15.23058119276726)",197.248103,13.149874,-23.137564
63945,114397,,13.147409,65.572941,943.3962,0.0,7.78,-2.093,K0,1.571,Dra,598.687,245,576.1557641428401,HD114397_TypK0_Mag7.78,"hms_tuple(h=13.0, m=9.0, s=35.49220117913933)","dms_tuple(d=65.0, m=32.0, s=30.278243072068562)",197.397884,13.159859,65.541744
63958,114133,,13.150221,-33.501545,172.117,0.0,7.17,0.991,K0/K1III,1.059,Cen,34.962,154,336.35821375838816,HD114133_TypK0_Mag7.17,"hms_tuple(h=13.0, m=9.0, s=23.057301589126524)","dms_tuple(d=-33.0, m=-31.0, s=-57.33397090148969)",197.346072,13.156405,-33.532593
63962,114149,,13.150909,-23.11807,70.9723,-19.0,4.94,0.685,K0III,1.048,Hya,46.345,28,47.023795460545855,HD114149_TypK0_Mag4.94,"hms_tuple(h=13.0, m=9.0, s=23.454054591923637)","dms_tuple(d=-23.0, m=-8.0, s=-56.86813635293049)",197.347725,13.156515,-23.14913
63965,114241,,13.151581,18.625714,185.8736,-40.0,6.94,0.594,K2,1.49,Com,50.396,129,274.581557295345,HD114241_TypK2_Mag6.94,"hms_tuple(h=13.0, m=9.0, s=25.27036612775987)","dms_tuple(d=18.0, m=35.0, s=40.61077626197829)",197.355293,13.15702,18.594614
63975,114256,,13.153454,10.022468,94.518,-0.4,5.79,0.912,K0III,1.025,Vir,37.601,54,99.54466638423023,HD114256_TypK0_Mag5.79,"hms_tuple(h=13.0, m=9.0, s=31.276890034602758)","dms_tuple(d=9.0, m=59.0, s=28.955275634596802)",197.38032,13.158688,9.991376
63977,114203,,13.153955,-9.538098,127.8772,0.0,6.32,0.786,K0,1.017,Vir,42.228,80,158.89188662502437,HD114203_TypK0_Mag6.32,"hms_tuple(h=13.0, m=9.0, s=33.05657115223951)","dms_tuple(d=-9.0, m=-34.0, s=-9.017574068431458)",197.387736,13.159182,-9.569172
63984,114164,,13.155397,-41.01945,170.3578,0.0,7.59,1.433,K0III,1.096,Cen,23.27,212,487.2325692121131,HD114164_TypK0_Mag7.59,"hms_tuple(h=13.0, m=9.0, s=44.03596179951762)","dms_tuple(d=-41.0, m=-3.0, s=-1.7528807445825123)",197.433483,13.162232,-41.050487
64008,114357,,13.160739,37.423146,106.4963,-19.0,6.01,0.873,K3III,1.169,CVn,38.976,63,120.86954873761292,HD114357_TypK3_Mag6.01,"hms_tuple(h=13.0, m=10.0, s=2.0169073725689657)","dms_tuple(d=37.0, m=23.0, s=31.28560932188236)",197.508404,13.167227,37.392024
64018,114245,,13.162111,-36.160406,290.6977,0.0,7.8,0.483,K2III,1.1,Cen,55.821,249,586.4128089424291,HD114245_TypK2_Mag7.8,"hms_tuple(h=13.0, m=10.0, s=6.592923027551478)","dms_tuple(d=-36.0, m=-11.0, s=-29.220619865693607)",197.527471,13.168498,-36.19145
64020,114287,,13.162578,-10.329327,212.766,-7.0,5.95,-0.69,K5III,1.49,Vir,164.437,61,114.63739011499842,HD114287_TypK5_Mag5.95,"hms_tuple(h=13.0, m=10.0, s=4.145085806752746)","dms_tuple(d=-10.0, m=-21.0, s=-37.43930032275685)",197.517271,13.167818,-10.3604
64021,114286,,13.162848,-7.655406,164.7446,0.0,7.34,1.256,K0,1.12,Vir,27.391,175,390.78879304975095,HD114286_TypK0_Mag7.34,"hms_tuple(h=13.0, m=10.0, s=4.9777703228691905)","dms_tuple(d=-7.0, m=-41.0, s=-11.33268819952292)",197.520741,13.168049,-7.686481
64022,114326,,13.163291,16.848611,206.1856,-17.0,5.91,-0.661,K5III,1.45,Com,160.103,59,110.66217874985526,HD114326_TypK5_Mag5.91,"hms_tuple(h=13.0, m=10.0, s=7.233433479147067)","dms_tuple(d=16.0, m=49.0, s=3.046396002057463)",197.530139,13.168676,16.817513
64025,114246,,13.163547,-36.532604,258.3979,0.0,7.53,0.469,K0III,0.993,Cen,56.546,203,462.11035531169057,HD114246_TypK0_Mag7.53,"hms_tuple(h=13.0, m=10.0, s=11.872819419340885)","dms_tuple(d=-36.0, m=-33.0, s=-49.13153770193446)",197.54947,13.169965,-36.563648
64044,114535,,13.168551,58.044997,100000.0,0.0,7.64,-12.36,K1II-III,1.348,UMa,7655966.069,221,509.2079239683959,HD114535_TypK1_Mag7.64,"hms_tuple(h=13.0, m=10.0, s=41.81517964436381)","dms_tuple(d=58.0, m=0.0, s=49.792034655254724)",197.67423,13.178282,58.013831
64077,114348,,13.174183,-32.556642,190.8397,0.0,7.89,1.487,K0III,1.058,Cen,22.141,267,634.876663483802,HD114348_TypK0_Mag7.89,"hms_tuple(h=13.0, m=10.0, s=49.08280510931249)","dms_tuple(d=-32.0, m=-35.0, s=-15.6875807823468)",197.704512,13.180301,-32.587691
64083,114430,,13.175499,-10.814645,232.5581,0.0,7.81,0.977,K0,0.912,Vir,35.416,251,591.6096051155723,HD114430_TypK0_Mag7.81,"hms_tuple(h=13.0, m=10.0, s=50.69062204893058)","dms_tuple(d=-10.0, m=-50.0, s=-44.58245369558753)",197.711211,13.180747,-10.845717
64099,114493,,13.179785,13.306769,232.0186,-18.3,7.11,0.282,K0,1.125,Vir,67.174,147,319.0152372679894,HD114493_TypK0_Mag7.11,"hms_tuple(h=13.0, m=11.0, s=6.29224017666786)","dms_tuple(d=13.0, m=16.0, s=32.427649942269596)",197.776218,13.185081,13.275674
64130,114523,,13.187328,-14.242334,212.766,0.0,7.61,0.97,K0III,1.02,Vir,35.645,216,495.90655392467346,HD114523_TypK0_Mag7.61,"hms_tuple(h=13.0, m=11.0, s=33.528610155797764)","dms_tuple(d=-14.0, m=-16.0, s=-24.251056055541795)",197.889703,13.192647,-14.273403
64132,114473,,13.187783,-41.419711,371.7472,0.0,7.87,0.019,K0IIICN...,1.192,Cen,85.585,263,623.771929275639,HD114473_TypK0_Mag7.87,"hms_tuple(h=13.0, m=11.0, s=40.7767808236963)","dms_tuple(d=-41.0, m=-27.0, s=-2.6901595365262665)",197.919903,13.19466,-41.450747
64140,114545,,13.189349,-13.962356,176.0563,0.0,6.92,0.692,K0III,1.097,Vir,46.047,127,269.7788052214281,HD114545_TypK0_Mag6.92,"hms_tuple(h=13.0, m=11.0, s=40.78066430381298)","dms_tuple(d=-13.0, m=-59.0, s=-36.331232012617534)",197.919919,13.194661,-13.993425
64143,114474,,13.189789,-43.368553,68.1663,-9.0,5.24,1.072,K1/K2III,1.049,Cen,32.449,35,61.27322402649,HD114474_TypK1_Mag5.24,"hms_tuple(h=13.0, m=11.0, s=48.78023965013881)","dms_tuple(d=-43.0, m=-23.0, s=-58.50963134871961)",197.953251,13.196883,-43.399586
64149,114674,,13.191305,40.792496,190.8397,-2.1,7.17,0.767,K0,0.939,CVn,42.973,154,336.35821375838816,HD114674_TypK0_Mag7.17,"hms_tuple(h=13.0, m=11.0, s=53.19741651879909)","dms_tuple(d=40.0, m=45.0, s=40.92726658748802)",197.971656,13.19811,40.761369
64156,114509,,13.191782,-35.129907,432.9004,0.0,6.63,-1.552,K1III,1.139,Cen,363.747,102,208.87503841075554,HD114509_TypK1_Mag6.63,"hms_tuple(h=13.0, m=11.0, s=53.11351536245979)","dms_tuple(d=-35.0, m=-9.0, s=-39.429339326009085)",197.971306,13.198087,-35.160953
64161,114607,,13.192495,7.404717,543.4783,0.0,8.0,-0.676,K0,1.143,Vir,162.33,290,699.5823055523535,HD114607_TypK0_Mag8.0,"hms_tuple(h=13.0, m=11.0, s=51.6934598649479)","dms_tuple(d=7.0, m=22.0, s=25.060458331322906)",197.965389,13.197693,7.373628
64172,114611,,13.194598,-11.22165,214.5923,0.0,6.89,0.232,K0,1.232,Vir,70.34,124,262.73172769318006,HD114611_TypK0_Mag6.89,"hms_tuple(h=13.0, m=11.0, s=59.47324907340828)","dms_tuple(d=-11.0, m=-15.0, s=-9.799068659034305)",197.997805,13.199854,-11.252722
64190,114597,,13.198341,-24.569059,213.2196,-4.9,7.97,1.326,K1/K2III,1.34,Hya,25.68,284,681.3080354866522,HD114597_TypK1_Mag7.97,"hms_tuple(h=13.0, m=12.0, s=14.436755290141718)","dms_tuple(d=-24.0, m=-36.0, s=-0.42284776895172627)",198.060153,13.20401,-24.600117
64194,114550,,13.199148,-45.278779,552.4862,0.0,7.81,-0.902,K4III,1.514,Cen,199.894,251,591.6096051155723,HD114550_TypK4_Mag7.81,"hms_tuple(h=13.0, m=12.0, s=23.319036732435023)","dms_tuple(d=-45.0, m=-18.0, s=-35.31097941774817)",198.097163,13.206478,-45.309809
64211,114724,,13.202336,24.258027,131.7523,-24.0,6.31,0.711,K1III,1.006,Com,45.248,80,157.49615413316394,HD114724_TypK1_Mag6.31,"hms_tuple(h=13.0, m=12.0, s=28.758504233561695)","dms_tuple(d=24.0, m=13.0, s=36.91624983366182)",198.119827,13.207988,24.226921
64213,114662,,13.202756,-20.88442,301.2048,4.5,7.63,0.236,K0IIICN...,1.187,Vir,70.081,219,504.73495772895257,HD114662_TypK0_Mag7.63,"hms_tuple(h=13.0, m=12.0, s=29.78731394189282)","dms_tuple(d=-20.0, m=-54.0, s=-55.73665892607721)",198.124114,13.208274,-20.915482
64231,115337,,13.20707,80.471309,207.9002,-11.0,6.25,-0.339,K0Ib,0.955,Cam,119.015,76,149.37548995214374,HD115337_TypK0_Mag6.25,"hms_tuple(h=13.0, m=14.0, s=17.185633556554905)","dms_tuple(d=80.0, m=26.0, s=23.700792331455887)",198.571607,13.238107,80.439917
64234,115299,,13.207893,79.652348,197.2387,0.0,7.52,1.045,K0,1.113,Cam,33.266,201,458.0511018694067,HD115299_TypK0_Mag7.52,"hms_tuple(h=13.0, m=14.0, s=11.417668972197106)","dms_tuple(d=79.0, m=37.0, s=15.53091129451218)",198.547574,13.236505,79.620981
64251,114783,,13.212163,-2.26504,20.5002,0.0,7.56,6.001,K0,0.93,Vir,0.346,208,474.5052325085976,HD114783_TypK0_Mag7.56,"hms_tuple(h=13.0, m=13.0, s=2.358433329142855)","dms_tuple(d=-2.0, m=-17.0, s=-46.03290596917077)",198.259827,13.217322,-2.29612
64262,114904,,13.213552,51.899853,261.7801,0.0,7.23,0.14,K0,0.937,CVn,76.56,161,354.6440255695144,HD114904_TypK0_Mag7.23,"hms_tuple(h=13.0, m=13.0, s=18.840260327854423)","dms_tuple(d=51.0, m=52.0, s=7.335103082677392)",198.328501,13.2219,51.868704
64266,114707,,13.214123,-42.69972,176.3668,-1.0,6.19,-0.042,K0III,1.057,Cen,90.532,73,141.67353559361956,HD114707_TypK0_Mag6.19,"hms_tuple(h=13.0, m=13.0, s=16.10549830476387)","dms_tuple(d=-42.0, m=-43.0, s=-50.714939158929155)",198.317106,13.22114,-42.730754
64268,114819,,13.214916,19.918333,395.2569,2.0,7.36,-0.624,K0,1.25,Com,154.739,178,397.7458321127074,HD114819_TypK0_Mag7.36,"hms_tuple(h=13.0, m=13.0, s=13.431154182819398)","dms_tuple(d=19.0, m=53.0, s=14.034422592207534)",198.305963,13.220398,19.887232
64276,115061,,13.21676,67.309686,108.2251,4.0,6.96,1.788,K0,1.145,Dra,16.78,131,279.4698106282087,HD115061_TypK0_Mag6.96,"hms_tuple(h=13.0, m=13.0, s=48.37906249265387)","dms_tuple(d=67.0, m=16.0, s=42.524649259777334)",198.451579,13.230105,67.278479
64284,114865,,13.218736,15.317542,150.6024,2.5,7.64,1.751,K0,1.12,Com,17.362,221,509.2079239683959,HD114865_TypK0_Mag7.64,"hms_tuple(h=13.0, m=13.0, s=26.686943510482735)","dms_tuple(d=15.0, m=17.0, s=11.203430724123393)",198.361196,13.22408,15.286445
64289,114803,,13.220028,-22.933207,319.4888,0.0,7.93,0.408,K4/K5III,1.59,Hya,59.814,275,657.682729265769,HD114803_TypK4_Mag7.93,"hms_tuple(h=13.0, m=13.0, s=32.25475764310815)","dms_tuple(d=-22.0, m=-57.0, s=-51.36205211887301)",198.384395,13.225626,-22.964267
64298,114827,,13.220983,-15.460521,561.7978,0.0,7.84,-0.908,K0III+...,0.816,Vir,201.002,257,607.4779541357369,HD114827_TypK0_Mag7.84,"hms_tuple(h=13.0, m=13.0, s=34.795110832776714)","dms_tuple(d=-15.0, m=-29.0, s=-29.719980642015855)",198.39498,13.226332,-15.491589
64301,114883,,13.221756,13.391382,375.9398,0.0,7.41,-0.466,K0,1.266,Vir,133.783,185,415.6851208955647,HD114883_TypK0_Mag7.41,"hms_tuple(h=13.0, m=13.0, s=37.39450659925055)","dms_tuple(d=13.0, m=21.0, s=37.03415703944458)",198.40581,13.227054,13.360287
64306,114866,,13.222577,-3.494563,392.1569,0.0,7.34,-0.627,K2,1.48,Vir,155.167,175,390.78879304975095,HD114866_TypK2_Mag7.34,"hms_tuple(h=13.0, m=13.0, s=39.86910984821435)","dms_tuple(d=-3.0, m=-31.0, s=-32.311665031784074)",198.416121,13.227741,-3.525642
64316,115136,,13.224492,67.287959,122.2494,4.2,6.52,1.084,K2III,1.146,Dra,32.092,94,189.555805541093,HD115136_TypK2_Mag6.52,"hms_tuple(h=13.0, m=14.0, s=16.170799056094722)","dms_tuple(d=67.0, m=15.0, s=24.30792620915554)",198.567378,13.237825,67.256752
64318,115019,,13.224557,56.680888,653.5948,-18.7,7.98,-1.097,K2II,1.132,UMa,239.221,286,687.3457941057625,HD115019_TypK2_Mag7.98,"hms_tuple(h=13.0, m=14.0, s=2.159694924922775)","dms_tuple(d=56.0, m=38.0, s=59.014988032170095)",198.508999,13.233933,56.649726
64334,115004,,13.228597,40.152885,140.8451,-21.0,4.94,-0.804,K0III,1.061,CVn,182.642,28,47.023795460545855,HD115004_TypK0_Mag4.94,"hms_tuple(h=13.0, m=14.0, s=7.216613339318059)","dms_tuple(d=40.0, m=7.0, s=18.331286439137102)",198.530069,13.235338,40.121759
64350,114960,,13.232657,1.456447,161.5509,7.0,6.55,0.508,K5III,1.383,Vir,54.551,96,194.64013421851007,HD114960_TypK5_Mag6.55,"hms_tuple(h=13.0, m=14.0, s=16.12766601711101)","dms_tuple(d=1.0, m=25.0, s=31.308090048770083)",198.567199,13.237813,1.425363
64351,114873,,13.232698,-43.139107,106.383,30.0,6.16,1.026,K5II,1.366,Cen,33.853,71,137.97278383067092,HD114873_TypK5_Mag6.16,"hms_tuple(h=13.0, m=14.0, s=23.156491366710554)","dms_tuple(d=-43.0, m=-10.0, s=-12.505450675061525)",198.596485,13.239766,-43.17014
64379,114921,,13.237876,-41.211788,264.5503,22.6,7.6,0.487,K0III,1.03,Cen,55.616,214,491.5504291096121,HD114921_TypK0_Mag7.6,"hms_tuple(h=13.0, m=14.0, s=41.03264575144635)","dms_tuple(d=-41.0, m=-14.0, s=-34.16856888036705)",198.670969,13.244731,-41.242825
64384,114922,,13.238917,-42.852187,151.7451,0.0,6.72,0.814,K1III,1.083,Cen,41.153,109,226.137433304753,HD114922_TypK1_Mag6.72,"hms_tuple(h=13.0, m=14.0, s=45.426241707971684)","dms_tuple(d=-42.0, m=-52.0, s=-59.5952105991006)",198.689276,13.245952,-42.883221
64419,115062,,13.245865,-10.370382,202.8398,27.3,6.95,0.414,K5,1.542,Vir,59.484,130,277.01490180011757,HD115062_TypK5_Mag6.95,"hms_tuple(h=13.0, m=15.0, s=3.980762171332941)","dms_tuple(d=-10.0, m=-24.0, s=-5.237161228747169)",198.766587,13.251106,-10.401455
64440,115676,,13.25093,78.701317,225.2252,0.0,7.58,0.817,K0,0.995,Cam,41.039,211,482.9526381068404,HD115676_TypK0_Mag7.58,"hms_tuple(h=13.0, m=16.0, s=37.80418474853931)","dms_tuple(d=78.0, m=40.0, s=11.907387249590329)",199.157517,13.277168,78.669974
64441,115066,,13.251202,-30.181427,149.2537,0.0,7.83,1.96,K0II,1.087,Cen,14.322,255,602.141767772257,HD115066_TypK0_Mag7.83,"hms_tuple(h=13.0, m=15.0, s=25.800783682104367)","dms_tuple(d=-30.0, m=-12.0, s=-44.92427093786972)",198.857503,13.257167,-30.212479
64445,115050,,13.252629,-36.37141,118.624,-4.0,6.17,0.799,K1III,0.968,Cen,41.725,72,139.1955000198045,HD115050_TypK1_Mag6.17,"hms_tuple(h=13.0, m=15.0, s=32.52000242520765)","dms_tuple(d=-36.0, m=-24.0, s=-8.833955054564626)",198.8855,13.259033,-36.402454
64448,115166,,13.252842,18.918904,204.0816,0.0,6.55,0.001,K0,1.47,Com,87.016,96,194.64013421851007,HD115166_TypK0_Mag6.55,"hms_tuple(h=13.0, m=15.0, s=29.843987521766024)","dms_tuple(d=18.0, m=53.0, s=16.09370455369799)",198.87435,13.25829,18.887804
