source_id,ra,dec,parallax,bp_rp,mg,dist
5781864564193596288,235.50989959572502,-75.242579935434,5.757305517834952,0.7836447,3.754750671182773,173.69236301638065
5781557323712068096,239.59953240702202,-75.9535252580489,10.77590392148887,3.065321,11.766686353605088,92.79963957416514
5781210427792999680,248.6199749371507,-74.8545797455634,5.202250230340566,2.444645,10.729943006918944,192.22450972615647
5780861367210358784,244.87687292360678,-75.80487239624725,8.865052158512059,1.1489992,5.996798809804046,112.80249479861419
5781558457582799872,240.42144035056697,-75.991183216069,5.098103295911416,2.193861,9.82783752625333,196.15138061286075
5781865702364695168,234.7221947632186,-75.46618417109003,5.101756871206101,1.4052858,6.800491109097262,196.0109086428478
5781210977548647424,248.66726501491692,-74.79771514894672,15.290817415453894,2.8842478,11.365810433972232,65.39872740808055
5780864081629035136,242.90886332328134,-76.35870604575426,5.784350161141709,2.1351366,9.175362843380437,172.8802669516503
5780865730897847424,243.41123519635264,-76.26992623528051,8.423543567225357,0.81987476,3.8045266299155855,118.71488430247312
5781869756813977216,234.83997622129536,-75.2679760075167,10.760217749032444,2.4242334,9.743827818995783,92.93492225934924
5780866516870831744,243.1241420037885,-76.22864588002449,6.6389408161654515,2.955083,11.08144888042364,150.62643691069752
5780866624251038336,243.23212841737717,-76.2391591595601,5.025524727314079,1.4534731,7.068827641412803,198.98419652875847
5782137625334269696,241.20149720816667,-74.67545738397484,12.328864722509591,2.3988466,9.708191715416476,81.1104690097083
5781566394678845952,238.39107839104292,-76.43805384772124,6.168649463531691,0.26688194,13.431062535568877,162.11003817154452
5781216195930811648,246.16974772113753,-75.97052318155346,5.2633591932517465,1.1846275,5.983114628775255,189.9927334015355
5780872293607063808,243.69132994026748,-76.16340460602292,7.211818836483296,0.9759598,5.883326497898031,138.66127570220976
5781219533123242880,245.9904261904768,-75.92174662334182,6.165965506580313,0.7906294,4.665771407478516,162.18060236191735
5780874660128231424,243.7905815693545,-76.071148498568,6.050485240430367,1.4430561,7.124908670889248,165.27600023182117
5780874664430938368,243.78900440096854,-76.07068227604906,6.11270445829352,1.2906609,6.651167260508153,163.59370992380178
5782140923869424640,242.08396278191222,-74.63043301591931,5.464844486763522,2.654993,10.966644226643396,182.98782379299433
5781575564434034048,238.67171121248956,-76.20468471742724,5.327156833917089,2.8648205,11.26166785894565,187.7173943205825
5780879302993879168,243.0947997410945,-75.99695504941216,5.918070729538268,0.74158096,3.547054168391666,168.97398589861407
5781577870835081344,238.92578103245293,-76.10379474854463,7.7223536957339,2.77421,11.285071458815814,129.49419819406035
5781227740802974080,246.17730881157948,-75.79415855564692,10.298884448360297,1.5979071,7.137528808191437,97.0978949238732
5781227745100727040,246.18019597513154,-75.79302007721445,10.232568553178721,2.275343,8.638283147196532,97.72717327062055
5780884250796702336,242.4528147535712,-76.04253156086992,12.498806133605374,2.2697735,9.566739166563792,80.0076414747576
5782145218829619712,241.5200019857702,-74.53918088764367,20.374512295683267,2.0783482,8.604881490352586,49.08092942238766
5780886518538240000,241.9159580519102,-76.03078632954627,7.314307670843968,2.0468798,8.543916240775587,136.7183395888806
5781888242353614848,236.02336202465543,-75.1428901177584,6.69611496563695,2.3733635,9.83849179608691,149.34032720940263
5781585807935213184,237.5960695115328,-76.13370482929083,5.388543169042645,2.8192234,10.544512365111284,185.578915975849
5780890572988576000,242.4343919416097,-75.97469462523168,5.322518247577699,2.8000774,10.523738032120356,187.88099044190298
5781587732080574336,237.58294105889107,-76.05189206004798,5.624978957525705,2.250514,8.863152385125403,177.7784428263668
5781234548328944384,245.58528140603798,-75.75541612649707,9.785720593653602,2.9522896,11.491423834968604,102.18971514969849
5781234754487379328,245.52345445051338,-75.74224164272125,5.032996929874355,2.3246403,8.927273738765955,198.68877607778796
5781589312627412864,237.20528230301787,-76.07251102432002,6.177358181470008,1.7772274,7.665307139241882,161.88149863151256
5781239152528510336,245.11728661668616,-75.65563293980644,5.225904605706411,0.60995674,13.587597321249767,191.35443056271117
5781594638387647616,237.94526579610007,-75.94014333581835,5.875644516639498,1.6646976,7.525341764301416,170.19409482109677
5782149926120680704,240.99399963828708,-74.58911580263832,5.080384695261782,2.1177225,8.795409356267161,196.8354878583603
5781244787531876608,245.80624371625774,-75.51463397336614,7.61071671366684,0.85732174,2.658237861502231,131.39366995545421
5782151059992096640,240.70536014293143,-74.56249581291982,9.26778228178148,0.5015702,3.0942537326118007,107.9006788890359
5781900165182929664,236.40143977500884,-74.85645778775645,9.976622511313785,1.0824509,2.374323198448142,100.2343226744292
5780901052708208128,244.13661610218844,-75.889220540776,5.603910458663684,2.469551,9.982129551265373,178.44681983702884
5781901299054243328,235.6446084494491,-75.08439109355525,7.963399733369285,1.7994871,7.679730786249234,125.57450755732737
5782151712827131392,240.23248852137246,-74.63769542525691,6.446623377841208,2.1820164,8.886432764584669,155.11996612634005
5781902085027006976,235.2408704271496,-75.05810551560207,5.019235629263193,3.0033703,11.189060952730948,199.23352356079698
5781603812437599488,239.4054376972891,-75.96006443533547,6.033642322548221,2.0368376,8.31064221465131,165.7373683327096
5782153430814125312,240.21560703196698,-74.52795103050818,10.644497398613042,1.7888851,7.814532241583052,93.94525289003293
5781606733017045248,238.90612136734362,-75.88228296315572,6.935839729381433,2.8854332,11.536578543131501,144.17864873143256
5780905004078245632,243.58942256038793,-75.8102954765082,7.286718034242482,0.7670078,4.314933381846522,137.23599503928915
5780905759992495488,243.56223798911248,-75.8085393246535,7.232322027977871,0.8199148,3.844597013646574,138.26817944935954
5781262620235510912,247.19259008496925,-75.28141964440005,8.553250977519703,1.0670328,5.751721485261724,116.91460973474007
5781264475661432320,246.50959974234607,-75.32381846278682,7.242302409179735,2.5154648,9.835674398616685,138.077636572105
5816386141243832704,249.89304345079282,-63.85852127668769,5.172470027317397,2.5034952,9.152401809542432,193.33123144623247
5781267361879406080,246.10156214616129,-75.50775707908608,5.862373008285354,0.77607536,4.303296965969906,170.57938800323512
5781267396239163776,245.99388078216165,-75.4922863319506,6.396154574754257,2.5822048,10.0506404384153,156.3439388952573
5781618651543888640,239.35187600437706,-75.5892483680336,10.11413112923919,1.1773043,6.345807030868372,98.87156763363245
5780914487366144768,243.7877315025818,-75.62965096875489,10.835148106359556,1.29638,6.744404744491515,92.292231742828
5781619377399290368,238.42861449499952,-75.84076439082924,9.777255677984304,2.7115984,10.301771888257946,102.27818857716133
5781916108101606784,235.76998536417784,-74.76580521051346,6.001129055549004,2.4978418,10.198953681182793,166.63530991311376
5780915552519674496,243.022684899073,-75.87166105608858,5.338636818918364,3.1280785,11.692384888350492,187.31373455791757
5781619927155116544,238.5567236298848,-75.80601513972574,9.317378906400661,2.3668375,9.578413823547127,107.32632106579251
5781271931724701824,245.64546926415235,-75.3976855484739,7.659672801287381,2.5005674,10.34716994193213,130.55387951191955
5781918822519738496,238.58881386980897,-75.26727247363586,8.14923915595354,2.7817822,9.282028606928364,122.71084218573168
